RESULTS_OUTCOME_ANAL_GRP_ID|RESULTS_OUTCOME_ANALYSIS_ID|ARM_GROUP_ID
67305|37848|552792
67306|37845|549885
67307|37846|549885
67308|37847|549885
67309|37848|549885
67310|37849|551502
67311|37849|553693
67312|37746|618037
67313|37746|614724
67314|37747|603951
67315|37747|600187
67316|37748|600999
67317|37748|598322
67318|37749|599966
67319|37749|597244
67320|37750|596300
67321|37750|614237
67322|37751|615636
67323|37751|617596
67324|37752|614861
67745|33298|433486
67746|33299|426570
67747|33300|428719
67748|33301|426925
67749|33302|428270
67750|33303|426205
67751|33304|427802
67752|33305|425474
67753|33306|435324
67754|33307|430044
67755|33308|435965
67756|33309|438140
67757|33309|435478
67758|33310|470631
67759|33310|472534
67760|34073|469348
67761|34073|470978
67762|34074|468868
67763|34074|444361
67764|34075|446006
67765|34075|446815
67766|34076|444145
67767|34076|445516
67768|34077|442569
67769|34077|444473
67770|34078|442402
67771|30593|475498
67772|30594|475498
68193|32720|451522
68194|32769|451522
68195|33567|451522
68196|33610|451522
68197|32721|452598
68198|32770|452598
68199|33568|452598
68200|33611|452598
68201|32766|453949
68202|32771|453949
68203|33569|453949
68204|33612|453949
68205|32767|451875
68206|32772|451875
68207|33608|451875
68208|33613|451875
68209|33614|454574
68210|33615|454574
68211|33616|454574
68212|33617|454574
68213|33618|454574
68214|33671|454574
68215|33672|454574
68216|33673|454574
68217|33674|454574
68218|33675|454574
68219|33676|454574
68220|33677|454574
68613|32757|397814
68614|33002|399183
68615|32704|399183
68616|32709|399183
68617|32910|399183
68618|33003|396784
68619|32705|396784
68620|32710|396784
68621|32911|396784
68622|33004|398721
68623|32706|398721
68624|32711|398721
68625|32956|398721
68626|32702|399792
68627|32707|399792
68628|32756|399792
68629|32957|399792
68630|32958|370158
68631|32959|370158
68632|32960|370158
68633|32961|370158
68634|32962|370158
68635|36724|506441
68636|36565|481053
68637|36724|479808
68638|36725|481159
68639|36726|481159
68640|36725|478825
67325|37752|597356
67326|37753|604198
67327|37753|601264
67328|37754|602592
67329|37754|603978
67330|37755|610694
67331|37756|380261
67332|37757|381941
67333|37758|354899
67334|37759|353595
67335|37760|354677
67336|37761|356111
67337|37818|352531
67338|37819|389512
67339|31586|478979
67340|31587|514251
67341|31588|514251
67342|31589|514251
67343|31590|514251
67344|31298|514251
67345|31587|511654
67346|31588|511654
67347|31589|511654
67348|31590|511654
67349|31298|511654
67350|31299|507917
67351|31299|509556
67352|31352|568990
67773|30590|473090
67774|30592|473090
67775|30594|473090
67776|30589|474459
67777|30591|474459
67778|30593|474459
67779|30595|505171
67780|30596|505171
67781|30596|502512
67782|30595|498780
67783|30597|500951
67784|30598|500951
67785|30598|506582
67786|30597|480648
67787|30599|513617
67788|30599|522054
67789|30600|520286
67790|30600|490194
67791|30601|543970
67792|30601|541571
67793|30602|542919
67794|30602|552647
67795|30603|549703
67796|30603|551622
67797|30604|557771
67798|30604|555164
67799|30788|549061
67800|30788|546422
68221|33678|454574
68222|33679|454574
68223|33680|454574
68224|33681|454574
68225|33732|454574
68226|33733|454574
68227|33571|411423
68228|33572|411423
68229|33573|412489
68230|33989|405859
68231|33990|407506
68232|33573|418839
68233|33989|418839
68234|33990|418839
68235|33991|416042
68236|33991|413673
68237|33992|412684
68238|33745|410327
68239|33992|415914
68240|33745|415914
68241|33746|415914
68242|33746|409039
68243|33747|411202
68244|33748|417566
68245|33747|420866
68246|33748|420866
69539|36737|607499
69540|36736|609659
69541|36737|609659
69542|36738|606511
69543|36739|582117
69544|36738|583501
69545|36739|583501
69546|36740|580815
69547|36741|580815
69548|36742|580815
69549|36740|582721
69550|36741|579523
69551|36742|580339
69552|36743|401734
69553|36743|403358
69554|36744|400177
69555|36744|397207
69556|36745|399106
69557|36745|396711
69558|36668|398076
69559|36668|399456
69560|36669|397052
69561|36669|398980
69562|36670|372280
70491|33682|416039
70492|33683|416039
70493|33684|416039
70494|33685|416039
70495|33686|413670
70496|33687|413670
70497|33688|413670
70498|33689|413670
70499|33690|413670
70500|33686|412134
70501|33687|412134
70502|33688|412134
70503|33689|412134
70504|33690|412134
70505|33691|454206
70506|33692|454206
70507|33693|454206
70508|33694|454206
70509|33695|454206
70510|33696|454206
70511|33691|451878
70512|33692|451878
70513|33693|451878
70514|33694|451878
68247|33749|420866
68248|33749|387366
68641|36726|476996
68642|36727|513016
68643|36728|513016
68644|36727|514358
68645|36728|512833
68646|36773|514978
68647|36774|514978
68648|36773|516860
68649|36774|490496
68650|36775|492943
68651|36776|492943
68652|36775|520385
68653|36776|522528
68654|36777|520171
68655|36778|520171
68656|36777|519179
68657|36778|516813
68658|36779|521868
68659|36780|521868
68660|36779|519534
68661|36780|521940
68662|36383|396443
69563|36670|370428
69564|36671|372925
69985|37135|478489
69986|37138|478489
69987|37136|485225
69988|37139|485225
69989|37137|478856
69990|37138|478856
69991|37139|478856
69992|37079|477022
69993|37135|477022
69994|37136|477022
69995|37140|479194
69996|37096|479194
69997|37141|514938
69998|37097|514938
69999|37142|512868
70000|37098|512868
70001|37096|518715
70002|37097|518715
70003|36271|527270
70004|36274|527270
70005|36272|524636
70006|36275|524636
70515|33695|451878
70516|33696|451878
69145|33960|400168
69146|34018|400168
69147|32948|400168
69148|32953|400168
69149|33961|397198
69150|34019|397198
69151|32949|397198
69152|32954|397198
69153|33962|398583
69154|34020|398583
69155|32950|398583
69156|32955|398583
69157|33001|400223
69158|33002|400223
69159|33003|400223
69160|33855|434723
69161|33856|434723
69162|33857|434723
69163|33858|434723
69164|33859|434723
69165|33860|434723
69166|33861|434723
68663|36384|397518
68664|36385|398902
68665|36383|396788
68666|36384|396788
68667|36385|396788
68668|36566|425836
67353|31352|566603
67354|31353|559820
67355|31353|561701
67356|31354|581007
67357|31355|581007
67358|31356|581007
67359|31354|575969
67360|31355|575969
67361|31356|575969
67362|31357|611015
67363|31358|611015
67364|31359|611015
67365|31360|611015
67366|31357|610977
67367|31358|610977
67368|31359|610977
67369|31360|610977
67370|31361|612225
70007|36273|525986
70008|36274|525986
70009|36275|525986
70010|36270|527057
70011|36271|527057
70012|36272|527057
70461|33069|413588
70462|33070|413588
70463|32758|413588
70464|32759|413588
70465|32760|413588
70466|32761|413588
70467|33563|415753
70468|33006|415753
70469|33065|415753
70470|33070|415753
70471|33564|413410
70472|33007|413410
70473|33066|413410
70474|32758|413410
70475|33565|412131
70476|33008|412131
70477|33067|412131
70478|32759|412131
69167|33862|434723
69168|33863|434723
69169|33864|434723
69170|33865|434723
69171|33866|434723
69172|33867|434723
69593|35373|577159
69594|35378|577159
69595|35383|577159
69596|35334|578554
69597|35369|578554
69598|35374|578554
69599|35379|578554
69600|35384|578554
69601|35335|587938
69602|35370|587938
69603|35375|587938
69604|35380|587938
69605|35385|587938
69606|35366|586928
69607|36555|470489
69608|36554|471316
69609|36555|468663
69610|36556|466233
67371|31362|612225
67372|31372|612225
67373|31373|612225
67374|31361|613177
67375|34110|484446
67376|34111|460267
67377|34112|461897
67378|34113|463501
67379|34114|459061
67380|34115|488820
67801|31362|613177
67802|31372|613177
67803|31373|613177
67804|31374|617369
67805|31374|614066
67806|31375|378727
67807|36992|487726
67808|36995|487726
67809|36993|488780
67810|36996|488780
67811|36994|486157
67812|36995|486157
67813|36996|486157
67814|36991|488307
70479|33566|410032
70480|33009|410032
70481|33068|410032
70482|32760|410032
70483|33525|413868
70484|33526|413868
70485|33682|413868
70486|33683|413868
70487|33684|413868
70488|33685|413868
69117|36535|571728
69118|36536|572546
69119|36536|546116
69120|36537|543796
69121|36537|554864
69122|36538|556487
69123|36538|553860
69124|36539|546825
69125|36539|548984
69126|36540|549791
69127|36540|527237
69128|36729|568772
69129|36729|566909
69130|36730|564269
69611|36608|466233
69612|36556|467871
69613|36608|447684
69614|36609|448753
69615|36610|448753
69616|36609|450130
69617|36610|438904
69618|36611|444247
69619|36612|444247
69620|36611|439252
70041|37418|587573
70042|37471|587573
70043|37472|587573
70044|37473|584356
70045|37474|584356
70046|37475|584356
70047|37473|611669
70048|37476|611669
70049|37684|611669
70050|37474|616353
70051|37476|616353
70052|37685|616353
70053|37475|616618
70054|37684|616618
67815|36992|488307
67816|36993|488307
67817|37046|461480
67818|37049|461480
67819|37047|467963
67820|37050|467963
67821|37048|465287
67822|37051|465287
67823|37049|466928
67824|37050|466928
67825|37051|466928
67826|37046|464240
67827|37047|464240
67828|37048|464240
70433|32691|521901
70434|33574|521901
70435|32914|407246
70436|32919|407246
70437|34023|407246
70438|33560|407246
70439|32915|418309
70440|32920|418309
70441|34024|418309
70442|33561|418309
69131|36731|564269
69132|36730|566423
69133|36731|564353
69134|36732|565403
69135|36733|565403
69136|36732|562765
69137|36733|564668
69138|36734|574464
69139|34021|402020
69140|32951|402020
69141|33959|403386
69142|33964|403386
69143|34022|403386
69144|32952|403386
69565|36671|370226
69566|36672|371320
69567|36672|372971
69568|36673|434336
69569|36673|411395
69570|36674|408485
69571|32386|457213
69572|32384|461483
69573|32385|461483
69574|32386|461483
70055|37685|616618
70056|37686|617735
70057|37925|440743
70058|37925|439719
70059|37926|440794
70060|37926|451032
70061|37927|448659
70062|37927|482690
70063|37928|484068
70064|37928|462576
70065|37929|463932
70066|37929|460573
70067|37930|486931
70068|37930|487813
70517|33697|454577
70518|33868|454577
70519|33869|454577
70520|33870|454577
70521|33871|454577
70522|33872|454577
70523|33697|426127
70524|33868|426127
70525|33869|426127
70526|33870|426127
70443|32916|420480
70444|32921|420480
70445|34025|420480
70446|33562|420480
70447|33563|413588
70448|33564|413588
70449|33565|413588
70450|33566|413588
70451|33005|413588
70452|33006|413588
70453|33007|413588
70454|33008|413588
70455|33009|413588
70456|33010|413588
70457|33065|413588
70458|33066|413588
70459|33067|413588
70460|33068|413588
69089|36691|465994
69090|36692|467360
69091|36693|464135
69092|36694|464135
69093|36693|466060
69094|36694|501859
69575|32387|462612
69576|32387|458470
69577|32388|486639
69578|32388|487682
69579|32389|489590
69580|32389|487225
69581|32390|460657
69582|32390|467393
69583|32391|464453
69584|32391|466091
69585|32392|467186
69586|35332|579566
69587|35367|579566
69588|35372|579566
69589|35377|579566
69590|35382|579566
69591|35333|577159
69592|35368|577159
70013|36276|524431
70014|36279|524431
70015|36277|526332
70016|36280|526332
70017|36278|533255
70018|36281|533255
70527|33871|426127
70528|33872|426127
70529|33873|431953
70530|33873|433595
70531|33874|431228
70532|33874|433420
70533|33875|422744
70534|32517|464459
70535|32518|466097
70536|32518|467728
70537|32519|499246
70538|32519|500872
70539|32520|474027
70540|32520|475687
70541|32521|505011
70542|32521|505825
70543|33575|521901
70544|33576|521901
69173|33911|434723
69174|33912|434723
69175|32451|612112
69176|32452|448794
69177|32452|445570
69178|35573|588020
69095|36695|499478
69096|36696|499478
69097|36695|500849
69098|36696|502458
69099|36697|499552
69100|36750|499552
69101|36697|472865
69102|36750|474773
69103|36528|440419
69104|36529|438593
69105|36529|450569
69106|36530|453835
69107|36530|454940
69108|36531|514906
69109|36531|513363
69110|36532|491322
69111|36532|493495
69112|36533|520733
69113|36533|515471
69114|36534|509407
69115|36534|507283
69116|36535|543749
69537|36735|608522
69538|36736|606442
70019|36279|537284
70020|36280|537284
70021|36281|537284
70022|36276|538395
70023|36277|538395
70024|36278|538395
70025|36282|540038
70026|36285|540038
70027|36283|536762
70028|37178|536762
70029|36284|534940
70030|35569|521011
70031|35682|521011
70032|35683|521011
70033|35684|521011
70034|35568|515747
70035|35569|515747
70036|35682|515747
70037|35683|515747
70038|35684|515747
70039|37470|586485
70040|37472|586485
70489|33525|416039
70490|33526|416039
69179|35574|588020
69180|35575|588020
69181|35576|588020
69182|35387|584526
69183|35417|584526
69184|35422|584526
69185|35762|584526
69186|35820|584526
69187|35572|584526
69188|35413|586149
69189|35418|586149
69190|35423|586149
69191|35816|586149
69192|35821|586149
69193|35573|586149
69194|35414|612813
69195|35419|612813
69196|35759|612813
69197|35817|612813
69198|35822|612813
69199|35574|612813
69200|35415|610374
69621|36612|440627
69622|36613|441985
67995|37881|610391
67996|37882|357536
68389|36835|386861
68390|36836|358803
68391|36836|356963
68392|36837|358307
68393|36837|359132
68394|36838|390744
68395|36838|387505
68396|36839|388333
68397|36839|389420
68398|36840|390787
68399|36840|401730
68400|36841|403106
68401|36841|400173
68402|36842|396455
68403|36842|398072
68404|36843|399452
68405|36843|397048
68406|36844|398695
68407|36844|372276
68408|36845|370424
68409|36845|372921
68410|36846|370222
67599|31596|483903
67600|31597|481523
67601|31597|461637
67602|31597|459297
67603|31598|456612
67604|31598|458550
68025|35931|412480
68026|35932|405595
68027|35931|407243
68028|35932|407243
68029|32591|596494
68030|32592|594680
68031|32593|594680
68032|32774|594680
68033|32775|594680
68034|32820|594680
68035|32821|594680
68036|32822|594680
68037|32823|594680
68038|32824|594680
68039|32825|594680
68040|32826|594680
68041|32827|594680
68042|32828|594680
68855|35320|608403
68856|35321|608403
68857|35326|608403
68858|35327|583794
68859|35328|583794
68860|35329|583794
68861|35330|583794
68862|35331|583794
68863|35327|580554
68864|35328|582465
67633|34151|480310
67634|34151|477966
67635|34152|558228
67636|34153|558228
67637|34152|560141
67638|34154|560141
67639|34155|574535
67640|34155|572678
67641|34156|614323
67642|30580|457975
67643|30581|459625
67644|30582|459625
67645|30581|489378
67646|30583|489378
68543|36636|451229
68544|36637|451229
68545|36638|451229
68546|36639|526353
68547|36639|523977
68548|36640|559668
68549|36640|560745
68550|36641|564607
68551|36641|565971
68552|36642|562777
68553|36642|564932
68554|36643|576343
68555|36643|577440
68556|36698|598547
68921|32404|549282
68922|32405|569114
68923|36644|492951
68924|36645|520646
68925|36646|522781
68926|36647|520721
68927|36648|519465
68928|36649|386585
68929|39435|501558
68930|39436|499208
68411|36846|371316
68412|36847|411391
68413|36847|412460
68414|36848|405573
68415|36848|406954
68416|36849|418564
68809|36584|454928
68810|36585|502623
68811|36586|504248
68812|36587|477372
68813|36588|517125
68814|36589|491059
68815|36674|405577
68816|36675|406958
68817|36675|419095
68818|36676|420182
68819|36676|413852
68820|36677|416302
68821|36677|413925
68822|36678|412662
68823|36678|410589
68824|36679|389293
68825|36680|389293
68826|36681|389293
68043|33904|594680
68044|33905|594680
68045|33906|594680
68046|33907|594680
68047|33908|594680
68048|33909|594680
68049|33910|594680
68050|33955|594680
68051|33956|594680
68052|33957|594680
68445|33738|424838
68446|33739|422741
68447|33740|435713
68448|33741|434723
68449|33742|434723
68450|33743|434723
68451|33744|434723
68452|33799|434723
68453|33800|434723
68454|33801|434723
68455|35371|586928
68456|35376|586928
68457|35381|586928
68458|35386|586928
67647|30582|459433
67648|30583|459433
67649|30584|456756
67650|30585|456756
67651|30584|458655
67652|30586|458655
67653|30585|456556
67654|30586|456556
67655|30587|500521
67656|30588|500521
67657|30588|498409
67658|30587|474679
67659|30589|475498
67660|30590|475498
68081|35936|412128
68082|35937|409787
68083|35938|415635
68084|35937|413289
68085|35938|413289
68086|35939|410903
68087|35269|417029
68088|35939|420574
68089|35269|420574
68090|36016|419014
68931|39437|499208
68932|39484|499208
68933|39436|500837
68934|39437|501904
68935|39484|499540
68936|39485|476086
68937|39486|476086
68938|39487|476086
68939|39485|474510
68940|39486|475337
68941|39487|472665
68942|39488|474295
68943|39489|474295
68944|39490|474295
68945|39488|505741
68946|39489|503098
68947|39490|504150
68948|39491|529161
67689|30557|580497
67690|30558|580497
67691|30657|580497
67692|30658|580497
67693|30659|580497
67694|30660|580497
68827|36682|389293
68828|36683|389293
68829|36863|389293
68830|36864|389293
68831|36865|389293
68832|36866|389293
68833|36679|387982
68834|36680|387982
68835|36681|387982
68836|36682|387982
67549|31554|601895
67550|31554|612674
67551|31555|378160
67552|31555|379806
67553|31556|352804
67554|31556|358745
67555|31293|530095
67556|31294|531485
67557|31294|529059
67558|31295|540696
67559|31295|537135
67560|31296|538251
67561|31296|539635
67562|31297|540740
68459|35387|588020
68460|35413|588020
68461|35414|588020
68462|35415|588020
68463|35416|588020
68464|35417|588020
68465|35418|588020
68466|35419|588020
68467|35420|588020
68468|35421|588020
68469|35422|588020
68470|35423|588020
68471|35759|588020
68472|35760|588020
68893|33972|465153
68894|33973|465153
68895|33969|466790
68896|33970|472456
68897|33971|448782
68898|33972|449860
68899|33973|450693
68900|33974|519856
68901|33974|521471
68902|33975|523609
68091|36017|389020
68092|36016|387697
68093|36017|387697
68094|36018|430943
68095|36018|433122
68096|36019|427351
68097|36019|428393
68098|36020|422945
68099|36020|424835
68100|36021|422499
68101|36021|435457
68102|36022|434467
68103|36022|436355
68104|36023|438284
68105|36023|435354
68106|36024|471053
68107|36024|464064
68108|36025|465150
68501|36690|489557
68502|36691|463246
68503|36509|467364
68504|36508|464422
68505|36509|466064
68506|36510|502108
67695|30661|580497
67696|30662|580497
67697|30663|581302
67698|30664|581302
67699|31403|418338
67700|31404|408565
67701|31405|411013
67702|31404|412632
67703|31405|412632
67704|30458|410546
67705|30459|419519
67706|30459|417192
67707|30476|455260
67708|30476|431297
67709|30477|428675
67710|30477|426076
67711|30478|442161
67712|30478|439497
67713|30479|441129
67714|30479|438755
67715|30480|440380
67716|30480|449717
68137|32901|612664
68138|32946|612664
67563|31297|534789
67564|31304|536427
67565|31304|532389
67566|31305|533458
67567|31609|556718
67568|31610|602437
67569|31610|609740
67570|31611|379273
67571|31611|380966
67572|31612|353629
67573|31612|359570
67574|31613|356655
67575|31613|358003
67576|31614|371479
67997|37883|357536
67998|37882|352156
67999|37883|352156
68000|37884|388378
68001|37885|388378
68002|37886|389767
68003|37102|389767
68004|37103|390023
68005|37104|387061
68006|37105|388152
68903|33975|521549
68904|33976|515753
68905|33976|521357
68906|33977|529614
68907|33978|529614
68908|33979|531567
68909|33980|528295
68910|33981|525944
68911|32392|499240
68912|32393|500866
68913|32393|502211
68914|32401|495043
68915|32401|496402
68916|32402|507417
68917|32402|510992
68918|32403|509954
68919|32403|507831
68920|32404|571760
67605|31598|455887
67606|31599|485678
67607|31599|456766
67608|31599|457835
67609|31600|455464
67610|31600|457377
68507|36511|502108
68508|36510|499482
68509|36511|501097
68510|36512|498155
68511|36513|498155
68512|36512|499810
68513|36513|472869
68514|36514|474777
68515|36515|474777
68516|36514|475607
68517|36515|473475
68518|36516|504660
68519|36517|504660
68520|36516|478261
68521|36517|503649
68522|36518|504711
68523|36564|504711
68524|36518|506361
68525|36564|504240
68526|36565|506441
68527|40062|453847
68528|36563|453847
68949|39491|530542
68950|36319|531638
68139|32947|612664
68140|32589|612664
68141|32590|612664
68142|32639|612664
68143|32640|612664
68144|32641|612664
68145|32642|612664
68146|32643|612664
68147|32644|612664
68148|32645|612664
68149|32646|612664
68150|32647|612664
68151|32648|612664
68152|32863|612664
68153|32864|612664
68154|32865|612664
68155|32866|612664
68156|32902|612664
68157|32903|612664
68158|32904|612664
68159|32905|612664
68160|32906|612664
68161|32907|612664
68162|32908|612664
68007|37106|399095
68008|37107|399095
68009|37108|374888
68010|37109|407775
68011|37110|424576
68012|37111|470588
68013|37111|472218
68014|37112|470120
68015|37112|445317
68016|37113|446702
68017|37113|443456
68018|37114|445092
68019|37114|446473
68020|38065|537334
68021|38066|532531
68022|38066|533350
68023|35929|411126
68024|35930|411126
68417|36849|420178
68418|36850|413848
68419|33671|426124
68420|33676|426124
68421|33681|426124
68422|33615|431670
67611|31600|465356
67612|31601|467808
67613|31601|461439
67614|31601|462765
67615|31602|460122
67616|31602|464938
67617|31602|500740
67618|31603|508470
67619|31603|510113
67620|31604|541258
67621|31605|543164
67622|31606|545046
67623|31607|542399
67624|31608|544032
67625|31608|553474
67626|31609|550558
67627|34209|502775
67628|34209|500403
67629|34210|506025
67630|34210|480386
67631|34150|479671
67632|34150|477855
68053|33958|594680
68054|32893|594680
68951|36319|528656
68952|36320|510613
68953|36320|509324
68954|36321|510695
68955|36321|508024
68956|36322|510217
68957|36322|542370
68958|36323|544814
68959|36806|427613
68960|36807|521187
68961|36807|523326
68962|36808|497858
68963|36808|529619
68964|36809|536718
68965|36809|533738
68966|36455|534852
68967|36455|536191
68968|36456|529471
68969|36456|530298
68970|36457|544013
68971|36457|571732
68972|36458|549795
68973|36458|527241
68974|36459|556598
68163|32909|612664
68164|32594|612664
68557|36698|593030
68558|36699|371263
68559|36699|407518
68560|36827|407518
68561|36828|407518
68562|36829|407518
68563|33802|434723
68564|33803|434723
68565|33804|434723
68566|33805|434723
68567|33806|434723
68568|33807|434723
68569|33808|434723
68570|33809|434723
68571|33810|434723
68572|33811|434723
68573|33812|434723
68574|33854|434723
68575|33097|436650
68576|33092|434268
68577|33093|434268
68578|33094|434268
68423|33672|431670
68424|33677|431670
68425|33732|431670
68426|33616|433592
68427|33673|433592
68428|33678|433592
68429|33733|433592
68430|33617|431225
68431|33674|431225
68432|33679|431225
68433|33734|431225
68434|33618|433417
68435|33675|433417
68436|33680|433417
68437|33735|433417
68438|33736|424224
68439|33737|424224
68440|33738|424224
68441|33739|424224
68442|33740|424224
68443|33736|425044
68444|33737|422948
68865|35329|587590
68866|35330|580080
68055|32894|594680
68056|32895|594680
68057|32896|594680
68058|32897|594680
68059|34051|582471
68060|34052|587596
68061|34052|583853
68062|34053|581951
68063|34053|582783
68064|34054|576071
68065|34054|577165
68066|34055|578560
68067|34055|587944
68068|34056|587190
68069|34056|584014
68070|33570|371603
68071|33571|403934
68072|33572|434068
68073|33570|411423
68074|35933|418306
68075|35934|420477
68076|35933|413585
68077|35934|413585
68078|35935|415750
68975|36459|555069
68976|36460|556683
67661|30591|475498
67662|30592|475498
67663|31557|357705
67664|31557|394619
67665|31558|393554
67666|30550|605383
67667|30549|602167
67668|30550|613373
67669|30551|402978
67670|30552|402978
67671|30553|402978
67672|30554|402978
67673|30551|400052
67674|30553|400052
67675|30552|401119
67676|30554|401119
67677|30555|390718
67678|30555|419433
67679|30556|417106
67680|30556|419511
67681|30557|580966
67682|30558|580966
66263|33433|590461
66264|33434|590461
66265|33511|590461
66266|33512|592378
66267|33513|589692
66268|33514|565595
66269|33512|562952
66270|33513|562952
66271|33514|562952
66272|33515|564567
66273|33527|570215
66274|33528|567853
66275|33515|566547
66276|33527|566547
66277|33528|566547
66278|33529|563914
66279|33530|564981
66280|33531|562354
66281|33529|560019
66282|33530|560019
66283|33531|560019
66284|33532|561943
66285|33533|567753
66286|33534|574790
67239|30880|604279
67240|30881|611451
65869|33311|610013
65870|33312|598366
65871|33312|598626
65872|33313|600260
65873|33313|597586
65874|33314|598698
65875|33314|615120
65876|33315|616220
65877|33315|617643
65878|33316|614335
65879|33316|616570
65880|33317|599075
65881|33317|601563
65882|33318|602935
65883|33318|604573
65884|33319|601350
65885|33319|612670
65886|34182|378156
65887|30152|585691
65888|30153|587356
65889|30152|580909
65890|30153|580909
66815|33374|442719
66816|33375|444633
66817|33374|440208
66818|33375|440208
66819|33376|489436
66820|33377|463182
65477|35091|418434
65478|35092|453748
65479|35090|451674
65480|35091|451674
65481|35092|451674
65482|35093|500677
65483|35143|500677
65484|35144|500677
65485|35144|506307
65486|35143|476980
65487|35093|480195
65488|35145|478439
65489|35146|478439
65490|35147|478439
65491|35870|488609
65492|35873|488609
65493|35549|488609
65494|35871|485995
66419|33387|466967
66420|33386|468039
66421|33388|468039
66422|33387|464824
66423|33388|464824
66424|33389|466473
66425|33390|466473
66426|33389|497957
66427|33391|497957
66428|33390|495065
66849|30894|411865
66850|30894|387945
66851|30894|386916
66852|30894|419130
66853|30929|417070
66854|30929|419213
66855|30929|454832
66856|30929|451653
66857|30929|453259
66858|30929|423306
66859|30930|422593
66860|30930|433118
66861|30930|430465
66862|30930|432356
66287|33532|572378
66288|33533|572378
66709|33759|504573
66710|33760|505943
66711|33760|503029
66712|33761|500912
66713|33761|482754
66714|33762|477762
66715|33763|477762
66716|33764|477762
66717|33765|477762
66718|33766|477762
66719|33762|480473
66720|33763|478424
66721|33764|480810
66722|33765|511845
66723|33766|517921
66724|33767|394563
66725|33767|392409
66726|33768|393510
66727|37284|560281
66728|37285|560281
66729|37282|574693
66730|37283|574693
65891|30154|581723
65892|29642|575851
65893|30154|577498
65894|29642|577498
65895|29643|577766
65896|29644|579434
66317|37445|562560
66318|37443|564209
66319|37444|564209
66320|37445|564209
66321|37446|565252
66322|37447|565252
66323|37448|565252
66324|37446|562629
66325|37447|562629
66326|37448|562629
66327|37449|560293
66328|37421|452095
66329|37422|488065
66330|37422|457782
66331|33887|511550
66332|33888|511550
66333|33889|511550
66334|33890|513424
65495|35874|485995
65496|35549|485995
65497|35872|487626
65498|35873|487626
65499|35874|487626
65500|35870|463125
65501|35871|463125
65502|35872|463125
65503|31375|380374
65504|31376|457576
65925|30016|617590
65926|30017|617590
65927|30018|604396
65928|30019|598777
65929|30018|604182
65930|30019|604182
65931|30020|601248
65932|30021|602876
65933|30020|609956
65934|30021|609956
65935|30022|379411
65936|30076|380828
65937|30022|357820
65938|30076|357820
66863|30931|429741
66864|30931|427381
66865|30932|423536
66866|30932|426915
66867|30932|429316
66868|30932|426709
66869|30932|428599
66870|30932|434198
66871|37767|536321
66872|37768|533094
66873|37769|533094
66874|37770|533094
66875|37768|534153
66876|37769|534153
65533|30541|596770
65534|30542|594191
65535|30543|595538
65536|30544|595538
65537|30543|616258
65538|30544|617373
65539|30665|581302
65540|30717|581302
65541|30925|575977
65542|30926|575977
65543|30927|575977
65544|30928|575977
65545|30663|577896
65546|30664|577896
65547|30665|577896
65548|30717|577896
65549|30925|577896
65550|30926|577896
65551|30927|577896
65552|30928|577896
65553|30969|578725
65554|30970|578725
65555|30971|578725
65556|30972|578725
65557|31064|461672
65558|34168|463012
65559|34173|463012
65560|34178|463012
65981|33539|461052
65982|33540|462930
65983|33451|460310
65984|33539|460310
65985|33540|460310
65986|33580|486097
65987|33581|488803
65988|33582|485617
65989|33580|487259
65990|33581|487259
65991|33652|371912
65992|33653|371912
65993|33652|369216
65994|33653|369216
65995|33698|404548
65996|33699|424949
65997|33699|431990
65998|33700|433635
65999|33700|431258
66000|33898|433176
66001|33898|430539
66002|33899|422185
66003|33899|423792
66004|33939|427963
66005|33939|429588
66006|33940|427505
66007|33940|437109
66008|33941|436682
66429|33391|495065
66430|33392|497219
66431|33393|497219
66432|33392|502029
66433|33394|502029
66434|33393|499952
66435|33394|499952
66436|33395|476232
66437|33396|476232
66438|33398|476232
66439|37608|511824
66440|37609|513195
66441|37609|511155
66442|37610|519689
66443|37610|521840
66444|37611|519572
66445|37611|516376
66446|37612|510809
66447|37612|508135
66448|37613|605230
66449|37613|605771
66450|37614|583904
66451|37614|581188
66452|37615|577214
66453|37615|578605
66454|37616|586117
66455|37616|585133
66456|37617|584353
66877|37770|534153
66878|37771|534986
66879|37772|534986
66880|37773|534986
66881|37771|536053
66882|37772|536053
66883|37773|536053
66884|37774|509909
66885|37775|509909
66886|37776|509909
66887|37774|509725
66888|37775|509725
66889|37776|509725
66890|37777|510815
66891|37778|510815
66892|37779|510815
66893|37777|508141
66894|37778|508141
66895|37779|508141
66896|37780|540280
66897|37780|548235
66898|37781|542210
66899|37842|542210
66900|37843|542210
66901|37781|543320
66902|37842|543320
66903|37843|543320
66904|37844|544939
68669|36566|431121
68670|36567|433049
68671|36850|416019
68672|36851|410304
68673|36851|415903
68674|36852|409302
68675|36852|411179
68676|36853|417293
68677|36853|417125
68678|36854|419022
68679|36854|389289
68680|36855|421295
68681|36855|452321
68682|36856|454213
68683|36856|452142
68684|36857|428448
68685|36857|426381
68686|36858|431679
68687|36858|433315
68688|36859|427609
68689|36859|428403
68690|36860|422672
68691|36860|424538
68692|36861|422477
68693|36861|435991
68694|36862|434441
68695|36862|436622
68696|36907|471061
67381|34116|459421
67382|34117|455942
67383|34118|456263
67384|34119|464236
67385|34165|466445
67386|34170|466445
67387|34175|466445
67388|34180|466445
