RESULTS_OUTCOME_ANAL_GRP_ID|RESULTS_OUTCOME_ANALYSIS_ID|ARM_GROUP_ID
28353|14802|571820
28354|14803|574024
28355|14803|605646
28356|14804|607819
28357|14804|608895
28358|14805|606544
28359|14805|603857
28360|14806|601195
28361|14806|580588
28362|14807|581655
28363|14807|587064
28364|14601|584148
28365|14601|585206
28366|14602|579369
28367|14602|575816
28368|14603|577467
28369|14603|578304
28370|14604|575602
28371|14604|584746
28372|14605|584023
28373|14605|584837
28374|14288|441805
27395|17143|564874
27396|17144|564874
27817|15223|526882
27818|15224|524792
27819|15224|560221
27820|15225|561295
27821|15227|561295
27822|15226|558934
27823|15227|558934
27824|15228|590697
27825|15228|588283
27826|15229|563173
27827|15229|565097
27828|15230|565226
27829|15230|562861
27830|15231|573287
27831|15232|558677
27832|15233|607273
27833|15234|607273
27834|15235|608331
27835|14300|608331
27836|14302|576632
27837|14301|577734
27838|14301|579406
26999|18082|521557
27000|17119|521557
27001|17120|521557
27002|18029|521557
27003|18030|521557
27004|18031|532442
27425|17172|583047
27426|17173|576079
27427|17174|576079
27428|17175|576079
27429|17173|577722
27430|17174|577722
27431|17175|577722
27432|17176|579132
27433|17176|584184
27434|17177|587484
27435|17177|584270
27436|17178|593086
27437|17179|593086
27438|17180|593086
27439|15202|593086
27440|15203|593086
27441|15204|593086
27442|15205|593086
28339|14649|476523
28340|14650|505574
28341|14651|506644
28342|14652|504533
28343|14653|506477
28344|14654|503800
28345|14655|478488
28346|14656|485224
28347|14657|478855
28348|14658|477021
27033|14214|523608
27034|18037|532956
27035|18038|532956
27036|18039|532956
27037|18040|532956
27038|18041|532956
27039|18042|532956
27040|18043|532956
27041|18092|540033
27042|18092|533811
27043|18092|534892
27044|18092|535700
27045|18053|532487
27046|18053|533836
28375|14289|439962
28376|14290|441038
26893|10998|389392
26894|11608|405643
26895|11609|405643
26896|11559|406450
26897|11560|406450
26898|11561|406450
26899|11606|406450
26900|11607|406450
26901|11608|406450
26902|11609|406450
26903|11610|407548
26904|11611|407548
26905|11612|407548
26906|11610|404845
26907|11611|404845
26908|11612|404845
26909|11613|416240
26910|11614|416240
26911|10350|391847
26912|11294|393240
26913|11295|400726
26914|11296|400726
27839|14302|579406
27840|14303|584196
27841|14304|588063
27842|14303|584822
27843|14304|584822
27844|14305|585625
28237|14798|565441
28238|14799|563082
28239|14799|563612
28240|14800|566047
28241|14800|562876
28242|14801|573570
28243|14488|418932
28244|14489|418932
28245|14687|418932
28246|14688|418932
28247|14689|418932
28248|14690|418932
28249|14485|417963
28250|14486|417963
28251|14487|417963
28252|14488|417963
28253|14489|417963
28254|14687|417963
27443|15206|593086
27444|15207|593086
27445|15208|593086
27446|15209|593086
27447|15210|593086
27448|15211|593086
27449|17178|595232
27450|17179|595232
27451|17180|595232
27452|15202|595232
27873|14349|429701
27874|14350|429701
27875|14351|429701
27876|14352|429701
27877|14353|435841
27878|14354|435841
27879|14355|435841
27880|14356|435841
27881|14357|435841
27882|14358|435841
27883|18050|452420
27884|18050|454840
27885|18051|430606
27886|18051|432215
27047|18053|507416
27048|18053|510991
27049|18054|507761
27050|18055|507761
27051|18056|507761
27052|18057|507761
27053|18058|507761
27054|18111|507761
27055|14722|523972
27056|14722|559409
27057|14723|560463
27058|14724|560463
27059|14725|560463
27060|14723|558368
27481|15259|599839
27482|15260|599839
27483|14587|599839
27484|14588|599839
27485|14591|599839
27486|14592|599839
27487|18015|599839
27488|18016|599839
27489|18210|599839
27490|15261|600929
27491|14581|600929
27492|14582|600929
27493|14583|600929
27494|14584|600929
27495|14585|600929
27496|14586|600929
27497|14589|600929
27498|14590|600929
27499|14593|600929
27500|18014|600929
27501|18211|600929
27502|18212|600929
27503|18213|600929
27504|15261|598247
27505|14581|598247
27506|14582|598247
27507|14583|598247
27508|14584|598247
27929|15267|613518
27930|15268|613518
27931|15267|610893
27932|15269|610893
27933|15270|515797
27934|15270|514001
27935|15271|492421
27936|15271|520674
27937|15272|469008
27938|15272|444483
27939|14286|446131
27940|14286|442637
27941|14287|444280
27942|14287|445916
27943|14288|439341
27944|14289|439341
27945|14290|439341
27946|14472|586778
27947|14473|583857
27948|14473|584653
27949|14474|576899
27950|14474|578295
27951|14475|588069
27952|14475|584828
27953|14476|585631
27954|14476|587262
27955|14306|609918
27956|14307|610899
28405|14327|414685
28406|14327|416839
28407|14328|414511
28408|14328|408719
28409|14329|415110
28410|14329|416469
28411|14330|418140
28412|14330|417402
28413|14331|388541
28414|14331|424213
28415|14332|452093
28416|14332|453690
28417|14333|455311
28418|14334|455311
28419|14335|455311
28420|14336|455311
28421|14337|455311
28422|14333|452679
28423|14394|408280
28424|14394|405337
28425|14395|406421
28426|14395|404293
28427|14396|419641
28428|14396|413079
28429|14397|414688
28430|14397|416842
28431|14398|414514
28432|14398|408979
27061|14724|558368
27062|14725|558368
27063|14726|560008
27064|14727|560008
27065|14728|560008
27066|14726|592079
27067|14727|592079
27068|14728|592079
27069|14729|567944
27070|14730|567944
27071|14729|569877
27072|14730|569877
27073|14731|562912
27074|14732|562912
27075|14731|564543
27076|14732|564543
27077|14733|613294
27078|14734|613294
27079|14735|613294
27080|18083|613294
27081|18084|613294
27082|18085|613294
27083|18086|613294
27084|18087|613294
27085|18088|613294
27086|18089|613294
27087|18090|613294
27088|18091|613294
27509|14585|598247
27510|14586|598247
27511|14589|598247
27512|14590|598247
27513|14593|598247
27514|18014|598247
27515|18211|598247
27516|18212|598247
27517|18213|598247
27518|17106|612892
27519|17107|612892
27520|17108|612892
27521|17106|382699
27522|17107|382699
27523|17108|382699
27524|17109|384432
27525|17110|384432
27526|17111|384432
27527|17110|356978
27528|17111|356978
27529|17112|359157
27530|17113|359157
27531|17112|360246
27532|17113|360246
27533|17114|353272
27534|17115|353272
27535|17114|354347
27536|17115|354347
27957|14308|611377
27958|14309|612619
27959|14310|613560
27960|14311|611180
27961|14312|595073
27962|14313|595340
27963|14314|600421
27964|14315|597996
27965|14316|599107
27966|14317|593588
27967|14318|594369
27968|14319|596506
27969|14320|593626
27970|15103|453849
27971|15104|453849
27972|15105|453849
27973|15106|453849
27974|15107|453849
27975|15108|453849
27976|15109|453849
27977|15110|453849
27978|15111|453849
27979|14562|453849
27980|14613|453849
27981|14614|453849
27982|14615|453849
27983|14616|453849
27984|14617|453849
24905|10373|572381
24906|11772|574323
24907|11773|572748
24908|11774|572748
24909|11773|608102
24910|11774|605448
24911|11815|603059
24912|11816|603059
24913|11815|604962
24914|11816|609510
24915|11817|584921
24916|11818|584921
24917|11817|585977
24918|11818|587922
24919|11819|577509
24920|11943|577509
24921|11819|578333
24922|11943|579445
24923|11988|576443
24924|11989|576443
24925|11988|585839
24926|11989|584305
24927|11990|586228
24928|11991|586228
24929|11990|587301
24930|11990|584090
24931|12169|436681
24932|12170|438047
27089|18135|613294
27090|18136|613294
27091|18193|413952
27092|18195|413952
27093|18194|412689
27094|18195|412689
27095|18196|411207
27096|18197|411207
27097|18196|417571
27098|18198|417571
27099|18197|421122
27100|18198|421122
27101|17154|387624
27102|17155|387624
27103|17154|389851
27104|17156|389851
27105|17155|388261
27106|17156|388261
27107|17157|471601
27108|17158|471601
27109|17157|464332
27110|17159|464332
27111|17160|450461
27112|17161|447811
27113|17162|457215
27114|17163|457215
27115|15149|457215
27116|15150|457215
27537|17116|386990
27538|17117|386990
27539|17118|386990
27540|17116|388641
27541|17117|388641
27542|17118|388641
27543|17126|389186
27544|17127|389186
27545|17128|389186
27546|17126|390265
27547|17127|390265
27548|17128|390265
27549|17129|387023
27550|17130|387023
27551|17131|387023
27552|17132|387023
27553|17133|387023
27554|17134|387023
27555|17135|387023
27556|17136|387023
27557|17137|387023
27558|18044|387023
27559|14910|482681
27560|14911|482681
27561|15070|482681
27562|15071|482681
27563|15118|482681
27564|15119|484324
27985|14618|453849
27986|14619|453849
27987|14620|453849
27988|14621|453849
27989|14622|453849
27990|14623|453849
27991|14637|545609
27992|14636|543279
27993|14637|543279
27994|14638|556886
27995|14638|556156
27996|14639|525279
27997|14639|527148
27998|14640|525597
27999|14640|560780
28000|14641|561585
28001|14641|558943
28002|14642|591255
28003|14642|588553
28004|14643|565650
28005|14696|566707
28006|14696|565435
28007|14697|565793
28008|14697|562870
28009|14698|573315
28010|14916|454978
28011|14917|454978
28012|14918|454978
26669|13121|589026
26670|13121|589873
26671|13122|586834
26672|13122|609756
26673|13123|611018
26674|13123|611253
26675|13124|612228
26676|13124|613180
26677|13125|610534
26678|13125|598667
26679|13126|599470
26680|13126|596769
26681|13127|594190
26682|13127|595537
26683|13128|615955
26684|13128|617372
26685|13129|614069
26686|13129|615466
26687|13130|617724
26688|13130|603100
26689|13131|602669
26690|13131|603756
26691|13132|605127
26692|13132|602166
26693|13133|613156
26694|12818|456196
26695|10616|403996
26696|10620|403996
27117|15151|486641
27118|15152|486641
27119|15153|486641
27120|15154|486641
27121|15155|486641
27122|15156|486641
27123|15157|486641
27124|15158|486641
27125|15159|486641
27126|15160|487684
27127|18033|532956
27128|18035|532956
27129|18036|532956
27130|13253|606229
27611|14703|601189
27612|14703|580560
27613|14704|611889
27614|14704|612628
27615|14705|600685
27616|14706|600685
27617|14707|600685
27618|14708|600685
27619|14709|598005
27620|14710|598005
28041|14412|494860
28042|14410|506562
28043|14411|479556
28044|14412|476946
28045|14413|527047
28046|14413|524421
28047|14414|526028
28048|14414|532994
28049|14415|533518
28050|14415|538385
28051|14416|539772
28052|14416|540867
28053|14417|534633
28054|14417|535451
28091|14541|402074
28092|14541|403695
28093|14542|398105
28094|14542|399192
28095|14543|396263
28096|14543|398149
29861|19852|494832
29862|19853|496443
29863|15593|415956
29864|15594|408785
29865|15595|408785
29866|15539|479327
29867|15846|479327
29868|15847|479327
29869|15849|479327
29870|15850|479327
29871|15590|479327
29872|15591|479327
29873|15242|479327
29874|15243|479327
29875|14260|479327
29876|14261|479327
29877|14263|479327
29878|14264|479327
27131|13254|608395
27132|13254|583236
27133|13255|580546
27134|13255|582184
27135|13256|583566
27136|13256|580072
27137|13257|581692
27138|13257|582226
27139|13258|579558
27140|13258|576891
27141|13259|577994
27142|13259|592313
27143|13260|586920
27144|13260|588012
27565|15119|481661
27566|14889|391066
27567|14887|388148
27568|14888|388148
27569|14889|388148
27570|14890|399091
27571|14891|399091
27572|14892|399091
27573|14890|395889
27574|14891|395889
28055|14418|536518
28056|14419|536518
28057|14420|536518
28058|14421|536518
28059|14422|536518
28060|14423|536518
28061|14424|536518
28062|14418|533047
28063|14477|598002
28064|14477|599393
28065|14478|594374
28066|14478|594631
28067|14479|596512
28068|14479|593632
26725|11977|534700
26726|11978|535526
26727|11978|509632
26728|11979|507808
26729|11979|510536
26730|11980|507596
26731|11230|581177
26732|11231|581982
26733|11232|576412
26734|10915|377164
29879|15277|479327
29880|15278|479327
29881|15280|479327
29882|15281|479327
29883|15955|479327
29884|15956|479327
29885|15958|479327
29886|15959|479327
29887|15961|479327
29888|15991|479327
28573|14379|469563
28574|14379|444486
28575|14380|446134
28576|14381|446134
28577|14382|446134
28578|14380|442640
28579|14381|442640
28580|14382|442640
28581|14383|444283
28582|14383|445919
28583|14384|499512
28584|14384|501412
28585|14385|552013
28586|14385|549664
27575|14892|395889
27576|14893|400987
27577|14894|400987
27578|14895|400987
27579|14893|402620
27580|14894|402620
27581|14895|402620
27582|14896|404000
27583|14897|404000
27584|14898|404000
27585|14896|398114
27586|14897|398114
27587|14898|398114
27588|14899|399749
27589|14900|399749
27590|14957|399749
27591|14958|399749
27592|14899|396521
28013|14919|454978
28014|14920|454978
28015|14982|454978
28016|14983|454978
28017|14984|454978
28018|14985|452886
26735|10916|377164
26736|10977|370250
26737|10978|370250
26738|10979|370250
26739|10980|370250
26740|10913|371340
26741|10914|371340
26742|10915|371340
26743|10916|371340
26744|10977|372738
26745|10978|372738
26746|10979|372738
26747|10980|372738
26748|10981|407770
26749|10982|407770
26750|10981|405373
26751|10982|405373
26752|10983|405904
27173|18056|509953
27174|18057|509953
27175|18058|509953
27176|18111|509953
27177|18112|509953
27178|18113|509953
28587|14386|551284
28588|14386|546052
28589|14387|395630
28590|14387|396686
28591|14388|402071
28592|14388|403442
28593|14389|395725
28594|14389|397901
28595|14390|395525
28596|14390|396587
28597|14391|371828
28598|14391|369705
28599|14392|402056
28600|14392|403131
29021|14073|556412
29022|14074|556412
29023|14075|556412
29024|14076|556412
29025|14138|558024
29026|13287|558024
29027|14139|527700
29028|13288|527700
29029|14140|559143
29030|13289|559143
28019|14986|452886
28020|14987|452886
28021|14988|452886
28022|14989|452886
28023|14990|452886
28024|14991|452886
28025|14992|452886
28026|14993|452886
28027|18073|440782
28028|18074|440782
28029|18075|448818
28030|14401|417405
28031|14402|442890
28032|14403|444524
28033|14404|445922
28034|14405|440662
28035|14406|442285
28036|14407|439907
28037|14408|442057
28038|14409|439968
28039|14410|494860
28040|14411|494860
26697|10613|401901
26698|10614|401901
27179|18114|509953
27180|18127|509953
27181|18128|509953
27182|18129|509953
27183|18133|509953
27184|18134|509953
27185|18106|507830
27186|18107|507830
27187|18108|507830
27188|18109|507830
27189|18110|507830
27190|18123|507830
27191|18124|507830
27192|18125|507830
27193|18126|507830
27194|18130|507830
27195|18131|507830
27196|18132|507830
27197|18182|507830
27198|18183|507830
27199|18137|613294
27200|18138|613294
27621|14711|598005
27622|14712|598005
29031|13285|560199
29032|13290|560199
29033|13286|562107
29034|14200|458853
29035|17214|549281
29036|17216|549281
29037|17217|549281
29038|17219|549281
29039|17220|549281
29040|17222|549281
29041|18185|542711
29042|17204|542711
29043|17206|542711
29044|17207|542711
29045|17209|542711
29046|17210|542711
29047|17212|542711
29048|17213|542711
29441|19509|586801
29442|19510|581449
29443|19510|582270
29444|19511|391293
29445|19511|392385
29446|19512|401347
26699|10617|401901
26700|10618|401901
26701|10619|401901
26702|10611|395743
26703|10612|395743
26704|10615|395743
26705|10616|395743
26706|10620|395743
26707|10613|396552
26708|10614|396552
26709|10617|396552
26710|10618|396552
26711|10619|396552
26712|10679|398751
26713|10911|398751
26714|10679|395821
26715|10911|395821
26716|10910|397178
26717|10912|397178
26718|10910|372118
26719|10912|372118
26720|10913|377164
26721|10914|377164
26722|11976|536040
27623|14713|599641
27624|14714|599641
27625|14715|599641
27626|14716|599641
27627|14717|594377
27628|14718|594377
27629|14719|594377
27630|14925|594377
27631|14664|492976
27632|14664|521217
27633|14665|522813
27634|14665|520752
27635|14665|522646
27636|14666|520564
27637|14666|522437
27638|14666|519816
27639|14667|517447
27640|14667|515374
27641|14667|490366
27642|14857|497244
27643|14857|495741
27644|14857|497889
27645|14858|495000
27646|14858|530747
29447|19513|369495
29448|19514|369495
29449|19514|404825
29450|19513|405922
29451|19515|407299
29452|19516|407299
29453|19516|404598
29454|19515|405700
29455|19640|412831
29456|19641|412831
29457|19641|414992
29458|19640|416596
29459|19642|414262
29460|19643|414262
29461|19643|416673
29462|19642|414610
29463|19644|412234
29464|19645|412234
29465|19645|409886
29466|19644|412049
29467|19965|616922
29468|19965|617191
29889|15993|479327
29890|15994|479327
26723|11976|533087
26724|11977|533338
27145|13261|584518
27146|13261|585887
27147|13262|612805
27148|13262|609873
27149|13263|610596
27150|13263|611368
27151|13264|612341
27152|13264|609912
27153|13265|593731
27154|13265|594523
27155|14064|596123
27156|14064|593516
27157|14235|594571
27158|14235|596440
27159|14236|593010
27160|14236|594624
27161|14237|596232
27162|14237|594417
27163|18112|507761
27164|18113|507761
27165|18114|507761
27166|18127|507761
27647|14858|524635
27648|14518|525985
28069|14480|617002
28070|14480|603799
28071|14481|599036
28072|14481|600115
28073|14482|597402
28074|14482|602038
28075|14483|613137
28076|14483|383578
28077|14534|380244
28078|14534|357237
28079|14535|356020
28080|14535|352438
28081|14536|354079
28082|14536|354928
28083|14537|388110
28084|14537|389202
28085|14538|390010
28086|14538|390826
28087|14539|388139
28088|14539|398542
28089|14540|395880
28090|14540|396689
29891|15996|479327
29892|15997|479327
29893|16029|479327
29894|16030|479327
29895|16032|479327
29896|16033|479327
29897|16035|479327
29898|16036|479327
29899|19913|524387
29900|19915|525742
29901|19914|527363
29902|19914|524180
29903|19915|524180
29904|19919|525779
29905|19920|525779
29906|19921|525779
29907|19916|530875
29908|19917|530875
29909|19918|530875
29910|19916|537874
29911|19917|537874
29912|19918|537874
29913|19919|537874
29914|19920|537874
27167|18128|507761
27168|18129|507761
27169|18133|507761
27170|18134|507761
27171|18054|509953
27172|18055|509953
27593|14900|396521
27594|14957|396521
27595|18045|387023
27596|18046|387023
27597|18047|387023
27598|17129|402568
27599|17130|402568
27600|17131|402568
27601|17132|402568
27602|14698|567460
27603|14699|573662
27604|14699|571283
27605|14700|574018
27606|14700|605640
27607|14701|607813
27608|14701|608889
27609|14702|606538
27610|14702|603851
27287|14947|555345
27288|14948|555345
27289|14949|555345
27290|14950|555345
27291|14951|555345
27292|14952|555345
27293|14953|555345
27294|14954|555345
27295|14955|555345
27296|14956|555345
27297|14580|555345
27298|18142|555345
27299|18143|555345
27300|18144|561022
27301|18145|561022
27302|18146|561022
27303|18147|561022
27304|18148|561022
27305|18149|561022
27306|18199|561022
27307|18200|561022
27308|18201|561022
27309|18202|561022
27310|18203|561022
26915|11295|401849
26916|11296|402915
26917|11297|400802
26918|11298|400802
26919|11297|402708
26920|11298|396297
27341|18208|569880
27342|18209|569880
27343|18153|569880
27344|18154|569880
27345|18155|569880
27346|18156|569880
27347|18157|569880
27348|18158|569880
27349|18159|569880
27350|18160|569880
27351|18161|569880
27352|18162|562915
27353|18163|562915
27354|18164|562915
27355|18165|562915
27356|17121|562915
27357|17122|562915
27358|17123|562915
28255|14688|417963
28256|14689|417963
28257|14690|417963
28258|14691|389028
28259|14692|389028
28260|14693|389028
28261|14694|389028
28262|14695|389028
28263|14760|389028
28264|14761|389028
26949|12520|524039
26950|12520|556011
26951|12521|557622
26952|12521|554997
26953|12522|588885
26954|12522|590557
26955|12523|569457
26956|12523|570532
26957|12524|560400
26958|12524|574797
26959|12525|572978
26960|12525|574882
26961|12526|572233
26962|13645|601894
27887|18052|429875
27888|18052|431491
27889|18059|433674
27890|18059|424790
27891|18060|425303
27892|18060|423758
27893|18061|448796
27894|18062|448796
27895|18061|445572
27896|18062|446389
27897|18063|443723
27898|18063|445359
27899|18064|439075
27900|18065|439075
28293|14366|435095
28294|14360|436464
28295|14361|436464
28296|14362|436464
28297|14363|436464
28298|14364|436464
28299|14365|436464
28300|14366|436464
28301|14367|467556
28302|14368|467556
27311|18204|561022
27312|18205|561022
27733|10749|372689
27734|13270|511516
27735|13271|513112
27736|13271|519515
27737|13272|517412
27738|13272|491611
27739|14926|414766
27740|14926|408985
27741|14927|503797
27742|14927|478485
27743|14928|485221
27744|14928|478852
27745|14929|480991
27746|14929|479190
27747|14930|514934
27748|14930|512864
27749|14931|518711
27750|14931|516344
27751|14932|514016
27752|14932|492719
27753|14933|521214
27754|14933|522810
27359|17124|562915
27360|17125|562915
27361|18179|562915
27362|18180|562915
27363|18181|562915
27364|17138|562915
27365|18162|565085
27366|18163|565085
27367|18164|565085
27368|18165|565085
27789|17199|534331
27790|17200|534331
27791|17201|534331
27792|17196|539201
27793|17197|539201
27794|17198|539201
27795|17199|539201
27796|17200|539201
27797|17201|539201
27798|17202|534901
27799|17203|534901
27800|15262|534901
27801|15263|534901
27802|15264|534901
26963|13646|612673
26964|13647|378159
26965|13648|379805
26966|13649|352803
26967|13650|358744
26968|13651|403300
26969|13652|403300
26970|13652|400651
26971|13651|398529
26972|13653|399599
26973|13654|399599
26974|13654|392866
26975|13653|394537
26976|13655|391558
27397|17145|564874
27398|17146|564874
27399|17147|564874
27400|17148|564874
27401|17149|564874
27402|17150|564874
27403|17151|564874
27404|17152|566261
27405|17152|563037
27406|17153|565214
28303|14369|467556
28304|14370|467556
28305|14371|467556
28306|14372|467556
28307|14367|464899
28308|14368|464899
28309|14369|464899
28310|14370|464899
28311|14371|464899
28312|14372|464899
28313|14373|470031
28314|14374|470031
28315|15006|485698
28316|15006|458045
28317|15007|462286
28318|15007|460202
28319|15008|462112
28320|15008|463720
27005|18032|532442
27006|18033|532442
27007|18034|532442
27008|18035|532442
27009|18036|532442
27010|18037|532442
27755|14934|520503
27756|14934|522643
27757|14935|520561
27758|14935|522434
27759|14936|565438
27760|14936|562805
28209|14546|452348
28210|14546|453696
28211|14547|455317
28212|14547|452968
28213|14548|455400
28214|14528|552569
28215|14528|550217
28216|14529|551836
28217|14529|546303
28218|14530|547932
28219|14530|553548
28220|14531|550912
28221|14531|549355
28222|14532|557418
28223|14532|524215
28224|14533|525823
28225|14533|527720
28226|14793|525603
27803|15265|534901
27804|17202|536259
27805|17203|536259
27806|15262|536259
27807|15263|536259
27808|15264|536259
27809|15265|536259
27810|17202|533035
27811|15219|489814
27812|15219|493362
27813|15220|544357
27814|15221|557037
27815|15222|549661
27816|15223|525270
28265|14762|389028
28266|14912|389028
28267|14913|389028
28268|14691|387190
28269|14692|387190
28270|14693|387190
28271|14694|387190
28272|14695|387190
28273|14760|387190
28274|14761|387190
27407|17153|562321
27408|17164|573027
27409|17164|571222
27410|17165|569116
27411|17165|575008
27412|17166|572903
27413|17166|609072
27414|17167|606722
27415|17167|608072
27416|17168|605424
27417|17168|607334
27418|17169|604678
27419|17169|579747
27420|17170|581105
27421|17170|582739
27422|17171|587862
27423|17171|584108
27424|17172|578519
27845|14306|586706
27846|14305|609918
27847|14958|396521
27848|14959|398465
27849|14960|398465
27850|14961|398465
27011|18038|532442
27012|18039|532442
27013|18040|532442
27014|18041|532442
27015|18042|532442
27016|18043|532442
27017|18031|532956
27018|18032|532956
27019|14205|465536
27020|14206|465536
27021|14207|466923
27022|14208|466923
27023|14209|466923
27024|14207|498947
27025|14208|498947
27026|14209|498947
27027|14210|513189
27028|14210|491617
27029|14211|519855
27030|14211|521470
27031|14212|523608
27032|14213|523608
27453|15203|595232
27454|15204|595232
28227|14793|560786
28228|14794|561844
28229|14794|559200
28230|14795|591261
28231|14795|589113
28232|14796|569066
28233|14796|566384
28234|14797|563743
28235|14797|565656
28236|14798|567004
26865|11550|371644
26866|11551|371644
26867|11552|371644
26868|11553|371644
26869|11554|371644
26870|11555|371644
26871|11556|373004
26872|11557|373004
26873|11558|373004
26874|11556|408318
26875|10991|421190
26876|10992|421190
26877|10993|421190
26878|10990|415689
28275|14762|387190
28276|14912|387190
28277|14913|387190
28278|14914|389095
28279|14359|435841
28280|14353|437465
28281|14354|437465
28282|14355|437465
28283|14356|437465
28284|14357|437465
28285|14358|437465
28286|14359|437465
28287|14360|435095
28288|14361|435095
28289|14362|435095
28290|14363|435095
28291|14364|435095
28292|14365|435095
26921|11299|397361
26922|11300|397361
26923|11299|399034
26924|11300|396363
26925|11301|393397
26926|11302|393397
27851|14962|398465
27852|14959|395537
27853|14960|395537
27854|14961|395537
27855|14962|395537
27856|14963|396891
27857|14963|372378
27858|15112|400969
27859|15112|373749
27860|15113|374884
27861|15114|374884
27862|15113|372437
27863|15114|372437
27864|15115|407771
27865|15116|407771
27866|15115|404510
27867|15116|404510
27868|15117|405608
27869|14484|405608
27870|14351|432038
27871|14352|432038
27872|14348|429701
28377|14291|453580
28378|14292|453580
27455|15205|595232
27456|15206|595232
27457|15207|595232
27458|15208|595232
27459|15209|595232
27460|15210|595232
27461|15211|595232
27462|15212|598203
27463|15213|598203
27464|15256|598203
27465|15257|598203
27466|15258|598203
27467|15259|598203
27468|15260|598203
27469|14587|598203
27470|14588|598203
27471|14591|598203
27472|14592|598203
27473|18015|598203
27474|18016|598203
27475|18210|598203
27476|15212|599839
27477|15213|599839
27478|15256|599839
26879|10991|415689
26880|10992|415689
26881|10993|415689
26882|10994|408512
26883|10995|408512
26884|10994|410663
26885|10995|410663
26886|10996|408588
26887|10996|410203
26888|10997|387172
26889|10998|387172
26890|10999|387172
26891|11000|387172
26892|10997|389392
27313|18144|558371
27314|18145|558371
27315|18146|558371
27316|18147|558371
27317|18148|558371
27318|18149|558371
27319|18199|558371
27320|18200|558371
27321|18201|558371
27322|18202|558371
26927|11301|372948
26928|11302|373464
26929|10359|370817
26930|10360|370817
26931|10359|371911
26932|10360|369215
26933|10361|404547
26934|10362|404547
26935|10361|406200
26936|10362|406724
26937|10363|408097
26938|10364|408097
26939|10363|405421
26940|10364|416533
26941|10365|414467
26942|12111|414467
26943|10365|416064
26944|12111|413980
26945|12112|415865
26946|12113|415865
26947|12887|548121
26948|12887|523962
27369|17121|565085
27370|17122|565085
28379|14293|453580
28380|14291|447475
28381|14292|448827
28382|14293|451019
28383|14294|488232
28384|14295|488232
28385|14296|488232
28386|14297|488232
28387|14915|389095
28388|14916|389095
28389|14917|389095
28390|14918|389095
28391|14919|389095
28392|14920|389095
28393|14982|389095
28394|14983|389095
28395|14984|389095
28396|14914|454978
28397|14915|454978
28398|14321|595244
28399|14322|597142
28400|14323|602032
28401|14324|613131
28402|14325|382981
27479|15257|599839
27480|15258|599839
27901|18066|439075
27902|18067|439075
27903|18068|439075
27904|18064|440984
27905|18065|440984
27906|18066|440984
27907|18067|440984
27908|18068|440984
27909|18069|439140
27910|18070|439140
27911|18071|439140
27912|18072|439140
27913|18073|439140
27914|18074|439140
27915|18069|440782
27916|18070|440782
27917|18071|440782
27918|18072|440782
27919|17203|533035
27920|15262|533035
27921|15263|533035
27922|15264|533035
27323|18203|558371
27324|18204|558371
27325|18205|558371
27326|18206|567947
27327|18207|567947
27328|18208|567947
27329|18209|567947
27330|18153|567947
27331|18154|567947
27332|18155|567947
27333|18156|567947
27334|18157|567947
27335|18158|567947
27336|18159|567947
27337|18160|567947
27338|18161|567947
27339|18206|569880
27340|18207|569880
27761|14937|563609
27762|17133|402568
27763|17134|402568
27764|17135|402568
27765|17136|402568
27766|17137|402568
27371|17123|565085
27372|17124|565085
27373|17125|565085
27374|18179|565085
27375|18180|565085
27376|18181|565085
27377|17138|565085
27378|17139|562465
27379|17140|562465
27380|17141|562465
27381|17142|562465
27382|17143|562465
27383|17144|562465
27384|17145|562465
27385|17146|562465
27386|17147|562465
27387|17148|562465
27388|17149|562465
27389|17150|562465
27390|17151|562465
27391|17139|564874
27392|17140|564874
27393|17141|564874
27394|17142|564874
28403|14326|352432
28404|14326|353819
26977|13656|391558
26978|13656|369748
26979|13655|371955
26980|13657|373345
26981|13658|373345
26982|13658|370090
26983|18079|523617
26984|18080|523617
26985|18081|523617
26986|18082|523617
26987|17119|523617
26988|17120|523617
26989|18029|523617
26990|18030|523617
26991|18025|521557
26992|18026|521557
26993|18027|521557
26994|18028|521557
26995|18078|521557
26996|18079|521557
26997|18080|521557
26998|18081|521557
27923|15265|533035
27924|15266|533845
27925|15266|507425
27926|15267|586700
27927|15268|586700
27928|15269|586700
28321|15009|488779
28322|15009|486156
28323|15010|488306
28324|15010|461479
28325|14461|467962
28326|14461|465286
28327|14462|466927
28328|14462|464239
28329|14463|499800
28330|14463|501424
28331|14644|490583
28332|14644|495856
28333|14645|497186
28334|14645|495113
28335|14646|502531
28336|14646|479815
28337|14647|473516
28338|14648|474590
27767|18044|402568
27768|18045|402568
27769|18046|402568
27770|18047|402568
27771|18048|396122
27772|18048|397758
27773|18049|453134
27774|18049|454749
27775|14524|544854
27776|14524|549038
27777|14525|541896
27778|14526|541896
27779|14525|543285
27780|14526|543285
27781|14525|544896
27782|14526|544896
27783|14527|555691
27784|14527|557579
27785|14527|541639
27786|17196|534331
27787|17197|534331
27788|17198|534331
28349|14659|479193
28350|18076|448818
30227|14786|421941
30228|14787|426673
30229|14787|436835
30230|14788|436115
30231|14788|437762
30232|14789|435653
30233|14789|432418
30234|14790|468135
30235|14790|465457
30236|14791|501962
30237|14791|490586
30238|14792|508957
30239|14843|544857
30240|14792|549041
