NCT_ALIAS_ID|NCT_ID|NCT_ALIAS
1911|NCT00906321|NCT00953238
1912|NCT00906594|NCT00766922
1913|NCT00907738|NCT00588055
1914|NCT00908076|NCT00849784
1651|NCT00451191|NCT00395525
1652|NCT00451971|NCT00251667
1653|NCT00452959|NCT00324844
1654|NCT00454324|NCT00521313
1655|NCT00457860|NCT00453284
1656|NCT00458393|NCT00350324
1657|NCT00458679|NCT00602121
1658|NCT00459706|NCT00595452
1496|NCT00605280|NCT00148811
1497|NCT00606996|NCT01831349
1498|NCT00607724|NCT00862771
1499|NCT00608517|NCT00244036
1500|NCT00609219|NCT00074594
1501|NCT00611247|NCT00426309
1502|NCT00611715|NCT00179296
1503|NCT00612313|NCT00599300
1504|NCT00612560|NCT00635908
1505|NCT00612612|NCT00574938
1506|NCT00614458|NCT00576290
1507|NCT00616291|NCT00711334
1508|NCT00616434|NCT00750490
1509|NCT00617409|NCT00618891
1510|NCT00617617|NCT00027950
1511|NCT00618969|NCT00840424
1512|NCT00619112|NCT00539552
1513|NCT00620087|NCT00963014
1514|NCT00622401|NCT00731406
1515|NCT00623441|NCT00265668
1516|NCT00625846|NCT01648387
1517|NCT00626639|NCT00963378
1518|NCT00628199|NCT00553826
1750|NCT00568256|NCT00571532
1751|NCT00568347|NCT00569348
1752|NCT00568425|NCT00533325
1753|NCT00568490|NCT00185822
1754|NCT00568698|NCT00083746
1755|NCT00568802|NCT00084006
1756|NCT00568867|NCT00507624
1757|NCT00570401|NCT00590057
1758|NCT00571701|NCT00297999
1759|NCT00572182|NCT00923208
1760|NCT00572728|NCT00566293
1761|NCT00573170|NCT00599157
1762|NCT00573287|NCT00063349
1763|NCT00573404|NCT00495001
1764|NCT00674804|NCT00732667
1765|NCT00675285|NCT00496496
1766|NCT00676143|NCT00909675
1767|NCT00676507|NCT00641966
1768|NCT00678132|NCT01445457
1769|NCT00678691|NCT00568919
1770|NCT00678769|NCT00678223
1771|NCT00678886|NCT00893022
1772|NCT00679185|NCT00400049
1773|NCT00679354|NCT01648400
1774|NCT00680225|NCT00541528
1775|NCT00683462|NCT00683215
1776|NCT00683930|NCT00140127
1777|NCT00683969|NCT00090636
1778|NCT00684905|NCT00956995
1779|NCT00687102|NCT00571857
1780|NCT00687687|NCT00588744
1781|NCT00687765|NCT00589576
1782|NCT00687804|NCT00906464
1783|NCT00688376|NCT00687635
1784|NCT00690339|NCT00557674
1785|NCT00693095|NCT00627224
1786|NCT00693992|NCT01647087
1787|NCT00694707|NCT00892528
1788|NCT00696631|NCT00543699
1789|NCT00696813|NCT01615133
1790|NCT00698685|NCT00543283
1791|NCT00698867|NCT00515515
1792|NCT00701103|NCT00282737
1793|NCT00702299|NCT00548873
1794|NCT00703846|NCT01337284
1795|NCT00705432|NCT00795431
1796|NCT00706329|NCT00839618
1797|NCT00707304|NCT00937209
1798|NCT00707889|NCT00788411
1799|NCT00710151|NCT00706472
1800|NCT00710762|NCT00370175
1801|NCT00711555|NCT00229489
1802|NCT00711568|NCT00108472
1803|NCT00713349|NCT00693810
1804|NCT00714493|NCT01281449
1805|NCT00714701|NCT00084357
1806|NCT00715637|NCT00509912
1807|NCT00717613|NCT00729066
1808|NCT00719732|NCT00762203
1809|NCT00719901|NCT01647048
1810|NCT00720226|NCT00720044
1811|NCT00722163|NCT00495911
1812|NCT00725686|NCT00455481
1813|NCT00725712|NCT00415480
1814|NCT00725764|NCT00482326
1815|NCT00726323|NCT00345423
1816|NCT00727233|NCT01445470
1817|NCT00728728|NCT00639886
1818|NCT00730236|NCT00603161
1819|NCT00732745|NCT01019304
1820|NCT00734682|NCT00745082
1821|NCT00735917|NCT01647035
1822|NCT00737256|NCT00819689
1823|NCT00738582|NCT00923455
1824|NCT00738946|NCT00745979
1825|NCT00738972|NCT00621127
1826|NCT00739609|NCT00788086
1827|NCT00742131|NCT00105924
1828|NCT00742625|NCT01647061
1829|NCT00743028|NCT00923689
1830|NCT00743067|NCT00349609
1831|NCT00748527|NCT00514124
1832|NCT00749411|NCT00843206
1833|NCT00749580|NCT00717964
1834|NCT00750269|NCT01317056
1835|NCT00752206|NCT00923286
1836|NCT00753207|NCT00566748
1837|NCT00753688|NCT00794521
1838|NCT00753818|NCT00222157
1743|NCT00524368|NCT00613990
1744|NCT00525525|NCT00535249
1745|NCT00526812|NCT00346203
1746|NCT00527865|NCT00718900
1747|NCT00528528|NCT00614497
1748|NCT00567580|NCT01312974
1749|NCT00567931|NCT00617422
2014|NCT00770822|NCT00485381
2015|NCT00772486|NCT00796016
2016|NCT00773071|NCT00972166
2017|NCT00773734|NCT00953875
2018|NCT00773734|NCT01130116
2019|NCT00773955|NCT01647113
2020|NCT00776295|NCT00609583
2021|NCT00776594|NCT01019031
2022|NCT00777114|NCT00398762
2023|NCT00778154|NCT00778635
2024|NCT00778817|NCT00810537
2025|NCT00778999|NCT00628641
2026|NCT00782340|NCT00879567
2027|NCT00782613|NCT00757861
2028|NCT00789880|NCT01078259
2029|NCT00790517|NCT00866372
2030|NCT00794547|NCT00470431
2031|NCT00794911|NCT00794937
2032|NCT00796042|NCT00569205
2033|NCT00796055|NCT00924235
2034|NCT00798044|NCT00622154
2035|NCT00801151|NCT00801840
2036|NCT00806988|NCT00838786
2037|NCT00807040|NCT00919256
2038|NCT00807872|NCT00808847
2039|NCT00809575|NCT00872768
2040|NCT00810433|NCT00786955
2041|NCT00812136|NCT00800020
2042|NCT00814541|NCT00567138
2043|NCT00815152|NCT00849498
2044|NCT00816036|NCT00962858
2045|NCT00818584|NCT00906230
2046|NCT00819832|NCT00756054
2047|NCT00822887|NCT00721292
2048|NCT00828529|NCT00980291
2049|NCT00829296|NCT01059916
2050|NCT00832000|NCT00721942
2051|NCT01316393|NCT01288118
2052|NCT01318681|NCT01239264
2053|NCT01320800|NCT01892735
2054|NCT01323933|NCT01158872
2055|NCT01328236|NCT01327716
2056|NCT01330030|NCT00218647
2057|NCT01330043|NCT01067612
2058|NCT01333046|NCT01556269
2059|NCT01335425|NCT01248559
2060|NCT01335971|NCT01318603
2061|NCT01336413|NCT01327131
2062|NCT01338285|NCT00516763
2091|NCT01403285|NCT01386463
2092|NCT01407822|NCT01392404
2093|NCT01410500|NCT01495559
2094|NCT01416922|NCT01417039
2095|NCT01417000|NCT01468870
2096|NCT01417104|NCT01123629
2097|NCT01426334|NCT01456988
2098|NCT01427738|NCT01494129
2099|NCT01429922|NCT00868660
2100|NCT01431820|NCT01428856
2101|NCT01433913|NCT01528527
2102|NCT01439152|NCT01479335
2103|NCT01441791|NCT01585116
2104|NCT01442181|NCT01413971
2105|NCT01445054|NCT00474578
2106|NCT01445080|NCT00343694
2107|NCT01445080|NCT01648413
2108|NCT01445119|NCT00438997
2109|NCT01445145|NCT00445640
2110|NCT01445158|NCT00445380
2111|NCT01445314|NCT00459199
2112|NCT01445327|NCT00452946
2113|NCT01445340|NCT00477698
2114|NCT01445379|NCT00556881
2115|NCT01445392|NCT00575770
2116|NCT01445418|NCT00647062
2117|NCT01445483|NCT00769444
2118|NCT01445509|NCT00792545
2119|NCT01445535|NCT00832936
2120|NCT01446965|NCT00628966
2121|NCT01447849|NCT00595036
2122|NCT01453075|NCT01525342
2123|NCT01453283|NCT00437047
2124|NCT01454908|NCT00576966
2125|NCT01458964|NCT00710918
2126|NCT01460875|NCT00634127
2127|NCT01479608|NCT01311453
2128|NCT01479868|NCT01727323
2129|NCT01484275|NCT01563666
2130|NCT01486277|NCT01389960
2131|NCT01489371|NCT01673477
2132|NCT01503229|NCT01508234
2133|NCT01503632|NCT01476852
2134|NCT01509014|NCT00971412
2135|NCT01511068|NCT01534156
2136|NCT01511653|NCT01585363
2137|NCT01514201|NCT01507324
2138|NCT01519427|NCT01510444
2139|NCT01527422|NCT01297478
2140|NCT01528449|NCT01525030
2141|NCT01533181|NCT01387386
2142|NCT01534637|NCT00398164
2143|NCT01535157|NCT01550692
2144|NCT01541540|NCT01792076
2145|NCT01548560|NCT01662245
1915|NCT00910676|NCT00960388
2063|NCT01338285|NCT01338181
2064|NCT01338779|NCT00083655
2065|NCT01342172|NCT01441050
2066|NCT01344473|NCT01631734
2067|NCT01355679|NCT01375517
2068|NCT01362231|NCT01242189
2069|NCT01363349|NCT01365299
2070|NCT01364935|NCT01343199
2071|NCT01367041|NCT00961545
2072|NCT01369199|NCT01534611
2073|NCT01369498|NCT01242709
2074|NCT01370889|NCT02022332
2075|NCT01372813|NCT00608114
2076|NCT01373333|NCT00817856
2077|NCT01378117|NCT01373268
2078|NCT01380418|NCT01385462
2079|NCT01380834|NCT01231048
2080|NCT01381874|NCT01355770
2081|NCT01382082|NCT01330225
2082|NCT01382238|NCT01371500
2083|NCT01382316|NCT01244919
2084|NCT01384227|NCT00755625
2085|NCT01384942|NCT01285128
2086|NCT01389102|NCT00122200
2087|NCT01391117|NCT01532557
2088|NCT01391858|NCT00631891
2089|NCT01400373|NCT01328847
2090|NCT01400646|NCT01510925
1659|NCT00459732|NCT00480415
1660|NCT00460421|NCT00896506
1661|NCT00465595|NCT00850967
1662|NCT00466245|NCT00170651
1663|NCT00466726|NCT00452933
1664|NCT00467844|NCT00832104
1665|NCT00468728|NCT00427869
1666|NCT00469508|NCT00462293
1667|NCT00469729|NCT00763334
1668|NCT00470561|NCT00464906
1669|NCT00470873|NCT00459394
1670|NCT00470886|NCT00458692
1671|NCT00471003|NCT00459095
1672|NCT00471133|NCT00466427
1673|NCT00471328|NCT00488150
1674|NCT00471393|NCT00699647
1675|NCT00471562|NCT01581268
1676|NCT00472108|NCT00022503
1677|NCT00474175|NCT00836511
1678|NCT00474383|NCT01798615
1679|NCT00474734|NCT00472979
1680|NCT00475150|NCT01646983
1681|NCT00475150|NCT01664455
1682|NCT00476242|NCT00126711
1683|NCT00476554|NCT00475995
1684|NCT00477607|NCT00570596
1685|NCT00477880|NCT00268736
1686|NCT00478361|NCT00477438
1687|NCT00480025|NCT00638105
1688|NCT00481195|NCT00547222
1689|NCT00481611|NCT00353132
1690|NCT00481611|NCT01338194
1691|NCT00481754|NCT00342680
1692|NCT00481793|NCT00342901
1693|NCT00481793|NCT01338168
1694|NCT00482092|NCT00609232
1695|NCT00482118|NCT00341926
1696|NCT00482352|NCT00228722
1697|NCT00482677|NCT00493207
1698|NCT00482989|NCT00566163
1699|NCT00486525|NCT00526526
1700|NCT00488241|NCT01646658
1701|NCT00488423|NCT00554593
1702|NCT00488592|NCT00499772
1703|NCT00488774|NCT01842152
1704|NCT00489086|NCT00500643
1705|NCT00489528|NCT00013988
1706|NCT00490139|NCT00609024
1707|NCT00491894|NCT00425087
1708|NCT00496626|NCT00926822
1709|NCT00496834|NCT01001416
1710|NCT00498550|NCT00149955
1711|NCT00500812|NCT00104221
1712|NCT00502541|NCT00031525
1713|NCT00503035|NCT00258219
1714|NCT00503568|NCT00247065
1715|NCT00503841|NCT01654757
1716|NCT00506753|NCT00249028
1717|NCT00507767|NCT00513227
1718|NCT00508651|NCT01150799
1719|NCT00509171|NCT00753376
1720|NCT00509301|NCT00516789
1721|NCT00510718|NCT00513812
1722|NCT00510783|NCT00832858
1723|NCT00511550|NCT00005930
1724|NCT00512798|NCT00209248
1725|NCT00513435|NCT01645618
1726|NCT00513435|NCT01664468
1727|NCT00513695|NCT00831584
1728|NCT00514475|NCT00505674
1729|NCT00515892|NCT00522483
1730|NCT00516087|NCT00682864
1731|NCT00518609|NCT00098176
1732|NCT00519831|NCT00330031
1733|NCT00520000|NCT00254098
1734|NCT00520091|NCT00280124
1735|NCT00520741|NCT01058954
1736|NCT00520936|NCT00459147
1737|NCT00520936|NCT00739427
1738|NCT00521144|NCT01645657
1739|NCT00521300|NCT00241033
1740|NCT00521651|NCT00340067
1741|NCT00523237|NCT00627939
1742|NCT00523991|NCT00460772
2259|NCT01084785|NCT00157365
2260|NCT01084785|NCT00157391
2261|NCT01084785|NCT00157404
2262|NCT01084785|NCT00157417
2263|NCT01084785|NCT00157430
2264|NCT01084785|NCT00157443
2265|NCT01084785|NCT00157456
2266|NCT01084785|NCT00157469
2267|NCT01084785|NCT00157495
2268|NCT01084785|NCT00181337
2269|NCT01084785|NCT00181376
2270|NCT01084785|NCT00181389
2271|NCT01084785|NCT00181402
2272|NCT01084785|NCT00181415
2273|NCT01084785|NCT00181428
2274|NCT01084785|NCT00181441
2275|NCT01084785|NCT00181454
2276|NCT01084785|NCT00181467
2277|NCT01084785|NCT00181480
2278|NCT01084785|NCT00181493
2279|NCT01084785|NCT00181519
2280|NCT01084785|NCT01067872
2281|NCT01090323|NCT00171197
2282|NCT01091155|NCT00859924
2283|NCT01091714|NCT01173185
2284|NCT01095094|NCT00792987
2285|NCT01101854|NCT00618189
2286|NCT01103505|NCT01314430
2287|NCT01112527|NCT01036477
2288|NCT01113034|NCT01131286
2289|NCT01113164|NCT00856128
2290|NCT01116232|NCT01534767
2291|NCT01116648|NCT01115829
2292|NCT01117168|NCT00799253
2293|NCT01120210|NCT01678768
2294|NCT01125891|NCT00822939
2295|NCT01130077|NCT00862199
2296|NCT01134627|NCT00381459
2297|NCT01138150|NCT00868322
2298|NCT01138501|NCT01250028
2299|NCT01141569|NCT01145521
2300|NCT01141582|NCT00728377
2301|NCT01142466|NCT00283140
2302|NCT01145456|NCT01189539
2303|NCT01145664|NCT01314794
2304|NCT01147016|NCT01658969
2305|NCT01147536|NCT01073254
2306|NCT01151670|NCT01586078
2307|NCT01152398|NCT01158469
2308|NCT01153035|NCT01420380
2309|NCT01154673|NCT01101516
2310|NCT01156051|NCT01153178
2311|NCT01159405|NCT01374529
2312|NCT01162928|NCT01148589
2313|NCT01166009|NCT00923585
2314|NCT01166009|NCT01160497
2315|NCT01166685|NCT01097187
2316|NCT01172535|NCT01338038
2317|NCT01173393|NCT01172678
2318|NCT01175369|NCT00296998
2319|NCT01176513|NCT01313091
2320|NCT01177618|NCT00106444
2321|NCT01177735|NCT01426503
2322|NCT01179308|NCT00999726
2323|NCT01179737|NCT01531270
2324|NCT01183559|NCT00462033
2325|NCT01185262|NCT01348815
2326|NCT01185782|NCT00467480
2327|NCT01186913|NCT02108067
2328|NCT01190488|NCT01235611
2329|NCT01190592|NCT01787734
2330|NCT01192412|NCT01081171
2331|NCT01195415|NCT01143415
2332|NCT01198535|NCT01207882
2333|NCT01200797|NCT01199796
2334|NCT01203228|NCT00682396
2335|NCT01203436|NCT00000141
2336|NCT01204918|NCT01298427
2337|NCT01207687|NCT01204463
2338|NCT01213342|NCT01131338
2339|NCT01215357|NCT01198951
2340|NCT01217190|NCT01216969
2341|NCT01222286|NCT01960959
2342|NCT01222754|NCT01226940
1916|NCT00910806|NCT00980668
1917|NCT00910858|NCT00360880
1918|NCT00910871|NCT00980811
1919|NCT00911092|NCT00932815
1920|NCT00911859|NCT01710241
1921|NCT00911911|NCT00959673
1922|NCT00912223|NCT00867074
1923|NCT00913185|NCT00419523
1924|NCT00913757|NCT00980564
1925|NCT00918333|NCT01417559
1926|NCT00919750|NCT00228748
1927|NCT00921232|NCT00958594
1928|NCT00921895|NCT00799318
1929|NCT00922519|NCT01065922
1930|NCT00923013|NCT00781235
1931|NCT00923052|NCT00892060
1932|NCT00923065|NCT00898625
1933|NCT00923117|NCT00713388
1934|NCT00923130|NCT00820209
1935|NCT00923169|NCT00899444
1936|NCT00923195|NCT00814684
1937|NCT00923221|NCT00899249
1938|NCT00923247|NCT00863720
1939|NCT00923273|NCT00636532
1940|NCT00923351|NCT00526240
1941|NCT00923364|NCT00884923
1942|NCT00923377|NCT00898105
1943|NCT00923390|NCT00870389
1944|NCT00923442|NCT00900393
1945|NCT00923481|NCT00907647
1946|NCT00923507|NCT00769743
1947|NCT00923520|NCT00888121
1948|NCT00923650|NCT00891410
1949|NCT00923728|NCT00890773
1950|NCT00923741|NCT00709943
1951|NCT00923780|NCT00898729
1952|NCT00923806|NCT00809978
1953|NCT00923845|NCT00641485
1954|NCT00923910|NCT00608166
1955|NCT00923936|NCT00902239
1956|NCT00923949|NCT00751725
1957|NCT00924001|NCT00537069
1958|NCT00924040|NCT00850525
1959|NCT00924066|NCT00798928
1960|NCT00924092|NCT00887016
1961|NCT00924131|NCT00909246
1962|NCT00924170|NCT00794833
1963|NCT00924196|NCT00693394
1964|NCT00924209|NCT00874081
1965|NCT00924287|NCT00805987
1966|NCT00924313|NCT00771550
1967|NCT00924326|NCT00862069
1968|NCT00928278|NCT00977535
1969|NCT00932256|NCT00931658
1970|NCT00939380|NCT00953082
1971|NCT00939770|NCT01182896
1972|NCT00940056|NCT01047228
1973|NCT00940563|NCT00942279
1974|NCT00942422|NCT01589887
1975|NCT00943410|NCT00006109
1976|NCT00943592|NCT00572546
1977|NCT00948662|NCT01298453
1978|NCT00948766|NCT01054755
1979|NCT00948948|NCT00495937
1980|NCT00948948|NCT00582153
1981|NCT00949689|NCT00961584
1982|NCT00951561|NCT00456079
1983|NCT00951561|NCT00587782
1984|NCT00954109|NCT00572676
1985|NCT00955019|NCT00629109
1986|NCT00955747|NCT00451477
1987|NCT00956007|NCT01311063
1988|NCT00962325|NCT00820066
1989|NCT00962780|NCT01098370
1990|NCT02058290|NCT01461122
1991|NCT02058290|NCT01461135
1992|NCT02058290|NCT01509820
1993|NCT02058290|NCT01534988
1994|NCT02058290|NCT01963975
1995|NCT02061332|NCT00923143
1996|NCT02061423|NCT02110199
1997|NCT02063724|NCT02110173
1998|NCT02070549|NCT02007382
1999|NCT02109484|NCT02132156
2000|NCT02111824|NCT01433822
2001|NCT02128555|NCT01518361
2002|NCT02130700|NCT02117531
2003|NCT02135042|NCT02179164
2004|NCT02141711|NCT01873209
2005|NCT02144688|NCT01848678
2006|NCT02169271|NCT02135497
2007|NCT02179086|NCT02163135
2008|NCT02181114|NCT01553864
2009|NCT02194738|NCT02200497
2010|NCT00767871|NCT00461383
2011|NCT00769821|NCT00501436
2012|NCT00770497|NCT00975624
2013|NCT00770588|NCT00769639
2245|NCT01068236|NCT00451685
2246|NCT01068327|NCT00705393
2247|NCT01069809|NCT00595192
2248|NCT01071148|NCT00893204
2249|NCT01071200|NCT00267761
2250|NCT01076244|NCT01130350
2251|NCT01077739|NCT01069679
2252|NCT01077908|NCT01115816
2253|NCT01080131|NCT01137344
2254|NCT01080131|NCT01194921
2255|NCT01082588|NCT01363219
2256|NCT01083810|NCT01081470
2257|NCT01083810|NCT01083836
2258|NCT01084785|NCT00157352
2163|NCT01611987|NCT01032707
2164|NCT01613846|NCT02083094
2165|NCT01621308|NCT01623999
2166|NCT01626677|NCT01923532
2167|NCT01632306|NCT01671202
2168|NCT01636414|NCT01514474
2169|NCT01641406|NCT01330212
2170|NCT01649232|NCT01755793
2171|NCT01649791|NCT01003821
2172|NCT01651533|NCT01308398
2173|NCT01654341|NCT01541787
2174|NCT02196168|NCT01935037
2175|NCT02196181|NCT02199730
2176|NCT00964249|NCT00753701
2177|NCT00965276|NCT00896870
2178|NCT00965523|NCT00633100
2179|NCT00965562|NCT00683605
2180|NCT00968357|NCT00514631
2181|NCT00968500|NCT01324154
2182|NCT00971620|NCT00842725
2183|NCT00971789|NCT00722449
2184|NCT00972205|NCT00658424
2185|NCT00972283|NCT01193322
2186|NCT00972309|NCT00908258
2187|NCT00974168|NCT00624507
2188|NCT00978627|NCT01087606
2189|NCT00981006|NCT01697033
2190|NCT00982228|NCT01198041
2191|NCT00982644|NCT01193309
2192|NCT00982696|NCT00905099
2193|NCT00983580|NCT01647126
2194|NCT00983710|NCT00903123
2195|NCT00983710|NCT00903487
2196|NCT00983723|NCT00682331
2197|NCT00984308|NCT00807417
2198|NCT00984763|NCT00605462
2199|NCT00985413|NCT01230333
2200|NCT00986479|NCT00995111
2201|NCT00987753|NCT00004185
2202|NCT00995501|NCT00433251
2203|NCT00997425|NCT00797355
2204|NCT00999492|NCT01061892
2205|NCT00999830|NCT01937741
2206|NCT01003769|NCT01021345
2207|NCT01004731|NCT00027755
2208|NCT01005472|NCT00859326
2209|NCT01008917|NCT01013519
2210|NCT01009086|NCT01902706
2211|NCT01010061|NCT02035462
2212|NCT01010854|NCT00437801
2213|NCT01013441|NCT00870090
2214|NCT01016522|NCT01035710
2215|NCT01016964|NCT01042756
2216|NCT01016977|NCT01334970
2217|NCT01020435|NCT01230372
2218|NCT01022541|NCT00450346
2412|NCT01793636|NCT01996722
2413|NCT01813864|NCT00797147
2414|NCT01820767|NCT02210533
2415|NCT01830192|NCT01830179
2416|NCT01830933|NCT01836250
2417|NCT01841723|NCT01981512
2418|NCT01843621|NCT00318916
2419|NCT01852981|NCT01330836
2420|NCT01862900|NCT01642290
2421|NCT01868490|NCT01573455
2422|NCT01872858|NCT01862575
2423|NCT01875081|NCT01875211
2424|NCT01876732|NCT01360983
2425|NCT01876810|NCT01900145
2426|NCT01885299|NCT01563549
2427|NCT01889316|NCT02041949
2428|NCT01917942|NCT00598520
2429|NCT01921101|NCT01071330
2430|NCT01927211|NCT01697748
2431|NCT01933750|NCT01910207
2432|NCT01935934|NCT01815151
2433|NCT01935947|NCT01846897
2434|NCT01935960|NCT01999127
2435|NCT01940523|NCT02123095
2436|NCT01940809|NCT01938703
2437|NCT01942694|NCT02239471
2438|NCT01943916|NCT01937962
2439|NCT01950403|NCT01912079
2440|NCT01957579|NCT01377116
2441|NCT01958658|NCT01925326
2442|NCT01978470|NCT01607567
2443|NCT01981564|NCT01970085
2444|NCT01986738|NCT01832142
2445|NCT01988935|NCT01857739
2446|NCT01989559|NCT00052988
2447|NCT01989572|NCT00005034
2448|NCT01989585|NCT01970956
2449|NCT01989598|NCT01951495
2450|NCT02007200|NCT01028001
2451|NCT02027532|NCT01029457
2452|NCT02036281|NCT01875432
2453|NCT02037230|NCT01916551
2454|NCT02052908|NCT02048735
2455|NCT02053155|NCT01904370
2456|NCT02054741|NCT02066168
2457|NCT02057692|NCT02055768
2458|NCT02058290|NCT01460485
2219|NCT01027195|NCT01448967
2220|NCT01027390|NCT01056068
2221|NCT01028885|NCT00977743
2222|NCT01029366|NCT00891215
2223|NCT01029652|NCT01071213
2224|NCT01029652|NCT01160016
2225|NCT01030536|NCT01086644
2226|NCT01031173|NCT00726089
2227|NCT01031953|NCT00939302
2228|NCT01032278|NCT01311843
2229|NCT01035632|NCT00385060
2230|NCT01036009|NCT00975598
2231|NCT01037075|NCT00686153
2232|NCT01038778|NCT01043159
2233|NCT01040871|NCT01826084
2234|NCT01041508|NCT00884572
2235|NCT01044264|NCT00807638
2236|NCT01044966|NCT01026168
2237|NCT01045707|NCT01169766
2238|NCT01047566|NCT01117207
2239|NCT01048827|NCT00824525
2240|NCT01051635|NCT01245192
2241|NCT01051934|NCT01041118
2242|NCT01057355|NCT01100229
2243|NCT01060371|NCT01223417
2244|NCT01062503|NCT01016171
2410|NCT01788527|NCT01734031
2411|NCT01789255|NCT01790568
2343|NCT01222780|NCT01344850
2344|NCT01225913|NCT01225900
2345|NCT01226537|NCT01225588
2346|NCT01227954|NCT01366755
2347|NCT01228435|NCT01119495
2348|NCT01229150|NCT01239290
2349|NCT01230827|NCT01777399
2350|NCT01231529|NCT01377714
2351|NCT01234844|NCT01233466
2352|NCT01239147|NCT01848405
2353|NCT01241708|NCT01374958
2354|NCT01246102|NCT01245218
2355|NCT01246206|NCT01414127
2356|NCT01246973|NCT01238198
2357|NCT01251926|NCT01301547
2358|NCT01253447|NCT01654978
2359|NCT01254188|NCT01580059
2360|NCT01257776|NCT01079403
2361|NCT01258231|NCT00281164
2362|NCT01260883|NCT00014716
2363|NCT01262820|NCT01107652
2364|NCT01263899|NCT01263795
2365|NCT01268332|NCT00672425
2366|NCT01270451|NCT01592591
2367|NCT01270555|NCT01012024
2368|NCT01273077|NCT01401686
2369|NCT01273389|NCT01634581
2370|NCT01276496|NCT01647139
2371|NCT01286506|NCT01153087
2372|NCT01288586|NCT00586144
2373|NCT01288586|NCT00586768
2374|NCT01289210|NCT01396018
2375|NCT01297348|NCT01316640
2376|NCT01300611|NCT01302678
2377|NCT01309659|NCT01413919
2378|NCT01310023|NCT00647803
2379|NCT01656304|NCT00478413
2380|NCT01663259|NCT01649414
2381|NCT01673217|NCT00887796
2382|NCT01675947|NCT01664208
2383|NCT01676831|NCT01497795
2384|NCT01682031|NCT00935038
2385|NCT01682044|NCT00524628
2386|NCT01688531|NCT01718665
2387|NCT01691768|NCT01645813
2388|NCT01694563|NCT01174745
2389|NCT01698541|NCT01798758
2390|NCT01701466|NCT01470872
2391|NCT01708278|NCT02013440
2392|NCT01710592|NCT00806949
2393|NCT01711970|NCT01801215
2394|NCT01716338|NCT01157637
2395|NCT01720095|NCT01041053
2396|NCT01723943|NCT02032992
2397|NCT01725633|NCT02239848
2398|NCT01730183|NCT01490242
2399|NCT01733966|NCT01136434
2400|NCT01743820|NCT02011555
2401|NCT01751087|NCT01799928
2402|NCT01753544|NCT01838837
2403|NCT01756131|NCT01215006
2404|NCT01757418|NCT00644865
2405|NCT01758731|NCT01644266
2406|NCT01773967|NCT00970164
2407|NCT01777919|NCT01982370
2408|NCT01778530|NCT01757652
2409|NCT01787877|NCT01787890
2146|NCT01549145|NCT01139554
2147|NCT01549444|NCT01545895
2148|NCT01553539|NCT00974545
2149|NCT01557803|NCT01549821
2150|NCT01557959|NCT00723138
2151|NCT01561014|NCT00499564
2152|NCT01563874|NCT00952809
2153|NCT01575522|NCT01542996
2154|NCT01580410|NCT00904267
2155|NCT01582009|NCT01037257
2156|NCT01582074|NCT01433783
2157|NCT01589263|NCT01567293
2158|NCT01596062|NCT01469390
2159|NCT01603992|NCT00679016
2160|NCT01606124|NCT01974960
2161|NCT01607931|NCT01540097
2162|NCT01609413|NCT01022593
