NCT_ALIAS_ID|NCT_ID|NCT_ALIAS
1079|NCT00177710|NCT00235638
1080|NCT00179309|NCT00217750
1081|NCT00179647|NCT00331903
1082|NCT00182052|NCT00139412
887|NCT00262938|NCT00420979
888|NCT00265304|NCT00371358
889|NCT00265759|NCT00698971
890|NCT00267085|NCT00392600
891|NCT00267592|NCT00082992
892|NCT00267865|NCT00304044
893|NCT00267969|NCT01585714
894|NCT00269828|NCT00317824
895|NCT00270270|NCT00547313
896|NCT00270283|NCT00473759
897|NCT00270361|NCT00040612
898|NCT00270452|NCT00313638
899|NCT00270465|NCT00255853
900|NCT00271609|NCT00290797
901|NCT00272038|NCT00321841
902|NCT00272181|NCT00335842
903|NCT00272350|NCT00293566
904|NCT00272454|NCT00272129
905|NCT00272649|NCT00309829
906|NCT00273546|NCT00004214
907|NCT00273910|NCT00304057
908|NCT00274287|NCT00336037
909|NCT00274677|NCT00076882
910|NCT00275002|NCT00291291
911|NCT00276159|NCT00326937
912|NCT00276523|NCT00078416
913|NCT00276991|NCT00385424
914|NCT00276991|NCT00505193
915|NCT00276991|NCT00554060
916|NCT00278304|NCT00214396
917|NCT00278551|NCT00017615
918|NCT00278577|NCT00014703
919|NCT00280787|NCT00522366
920|NCT00282100|NCT00228501
921|NCT00283062|NCT00343967
922|NCT00283608|NCT00366054
923|NCT00283725|NCT01712932
924|NCT00284245|NCT00915395
661|NCT00079300|NCT00045851
662|NCT00079313|NCT00076297
663|NCT00079391|NCT00076778
664|NCT00079482|NCT00483340
665|NCT00079612|NCT00044499
666|NCT00079625|NCT00082953
667|NCT00079755|NCT00107133
668|NCT00080158|NCT00183534
669|NCT00080353|NCT00084500
670|NCT00080535|NCT00085085
671|NCT00080860|NCT00076895
672|NCT00080873|NCT00228800
673|NCT00080912|NCT00797173
674|NCT00080990|NCT01645501
675|NCT00080990|NCT01664299
676|NCT00081354|NCT00899106
677|NCT00081510|NCT00098904
678|NCT00081588|NCT00980226
679|NCT00081614|NCT00091221
680|NCT00081796|NCT00107406
681|NCT00081848|NCT00085241
682|NCT00082017|NCT00085319
683|NCT00082147|NCT00085514
684|NCT00082368|NCT00086853
685|NCT00082420|NCT00072696
686|NCT00082485|NCT00431938
687|NCT00082745|NCT00228787
688|NCT00082914|NCT00078702
689|NCT00083005|NCT00078650
690|NCT00083057|NCT00080249
691|NCT00083083|NCT00194389
692|NCT00083174|NCT00304486
693|NCT00083447|NCT00087230
694|NCT00083512|NCT00087308
695|NCT00083616|NCT00087243
696|NCT00083733|NCT00899938
697|NCT00083889|NCT00098657
698|NCT00084123|NCT00065091
699|NCT00084318|NCT00414674
700|NCT00085111|NCT00080561
701|NCT00085150|NCT00082004
702|NCT00085423|NCT00225771
703|NCT00085462|NCT00082264
704|NCT00085540|NCT00103909
705|NCT00085800|NCT00294138
706|NCT00085826|NCT00021411
707|NCT00085826|NCT00036322
708|NCT00085930|NCT00609206
709|NCT00086216|NCT00301977
710|NCT00086216|NCT00491972
711|NCT00086268|NCT00093717
712|NCT00086567|NCT00119353
713|NCT00086658|NCT00081445
714|NCT00096005|NCT01664325
715|NCT00096083|NCT00091455
716|NCT00096382|NCT00092248
717|NCT00096551|NCT00098449
718|NCT00096590|NCT00464360
719|NCT00096967|NCT00066560
720|NCT00097058|NCT00238589
721|NCT00097539|NCT00231361
722|NCT00097539|NCT00672126
723|NCT00097929|NCT00124631
724|NCT00097955|NCT00219206
725|NCT00098254|NCT00100763
726|NCT00098423|NCT01646931
727|NCT00098423|NCT01664338
728|NCT00098579|NCT01645488
729|NCT00099112|NCT00077740
730|NCT00099255|NCT00118079
731|NCT00099502|NCT00185432
732|NCT00100321|NCT00104832
733|NCT00100386|NCT00342745
734|NCT00100568|NCT00738465
936|NCT00290771|NCT00292149
937|NCT00290810|NCT01646996
938|NCT00290810|NCT01664364
939|NCT00290823|NCT00344396
940|NCT00291317|NCT00374816
941|NCT00291941|NCT00739726
942|NCT00291954|NCT00671762
943|NCT00291980|NCT00739804
944|NCT00109239|NCT00012285
945|NCT00109265|NCT00024219
946|NCT00110266|NCT00343837
947|NCT00110305|NCT00980837
948|NCT00110812|NCT00106730
949|NCT00110877|NCT00980902
950|NCT00111007|NCT00262912
951|NCT00111319|NCT00109902
952|NCT00111345|NCT00478153
953|NCT00111618|NCT00119275
954|NCT00111761|NCT00047151
955|NCT00111969|NCT00386295
956|NCT00112307|NCT00165113
957|NCT00112385|NCT00282880
958|NCT00112463|NCT01645683
959|NCT00112580|NCT00108888
960|NCT00112684|NCT01645540
961|NCT00112736|NCT00267878
962|NCT00112996|NCT00705029
963|NCT00113893|NCT00744432
964|NCT00113984|NCT00124670
965|NCT00114530|NCT00472277
966|NCT00114530|NCT00545038
967|NCT00114530|NCT00848614
968|NCT00114530|NCT00871221
969|NCT00114530|NCT00872508
970|NCT00114738|NCT00131976
971|NCT00115128|NCT00108966
972|NCT00115193|NCT00066833
973|NCT00115687|NCT00064948
974|NCT00116272|NCT01017016
975|NCT00116376|NCT00085215
976|NCT00116844|NCT00268190
977|NCT00116961|NCT00670072
978|NCT00117013|NCT00182676
979|NCT00117351|NCT00119223
980|NCT00117598|NCT00326547
981|NCT00117845|NCT00138190
982|NCT00117936|NCT00032318
983|NCT00118209|NCT00234351
984|NCT00118248|NCT01646944
985|NCT00118248|NCT01664351
986|NCT00119548|NCT00186160
987|NCT00119821|NCT00170040
988|NCT00120653|NCT00238134
989|NCT00121628|NCT00331383
990|NCT00122304|NCT00133120
991|NCT00123019|NCT00119808
1020|NCT00133419|NCT00156832
1021|NCT00133432|NCT00197717
1022|NCT00134719|NCT00787046
1023|NCT00135187|NCT00670085
1255|NCT00333424|NCT00476749
1256|NCT00333424|NCT00859820
1257|NCT00333424|NCT00859248
1258|NCT00334893|NCT01645592
1259|NCT00334893|NCT01664403
1260|NCT00335491|NCT00286715
1261|NCT00337662|NCT00373321
1262|NCT00337818|NCT00337844
1263|NCT00337818|NCT00337857
1264|NCT00337818|NCT00338169
1265|NCT00337883|NCT00090883
1266|NCT00339222|NCT00556829
1267|NCT00339248|NCT00898586
1268|NCT00339274|NCT00897572
1269|NCT00339430|NCT00897689
1270|NCT00339469|NCT00557063
1271|NCT00339638|NCT00897013
1272|NCT00339664|NCT00898196
1273|NCT00339742|NCT00544843
1274|NCT00339742|NCT01338207
1275|NCT00339768|NCT00134121
1276|NCT00339768|NCT01338155
1277|NCT00339807|NCT00544661
1278|NCT00339859|NCT00559325
1279|NCT00339898|NCT00899236
1280|NCT00339989|NCT00558389
1281|NCT00340054|NCT00481910
1282|NCT00340392|NCT00900315
1283|NCT00340457|NCT00546338
1284|NCT00340457|NCT01338220
1285|NCT00340535|NCT00559793
1286|NCT00340535|NCT01338272
1287|NCT00340756|NCT00899925
1288|NCT00340808|NCT00556556
1289|NCT00341016|NCT00558974
1290|NCT00341016|NCT01338233
1291|NCT00341094|NCT00558610
1292|NCT00341094|NCT01338259
1293|NCT00341276|NCT00558415
1294|NCT00341276|NCT01338246
1295|NCT00341523|NCT00005885
1296|NCT00342056|NCT00897000
1297|NCT00342186|NCT00565825
1298|NCT00342212|NCT00602810
1299|NCT00342537|NCT00897598
1300|NCT00342771|NCT00556725
1301|NCT00342836|NCT00899730
1302|NCT00342862|NCT00168675
1303|NCT00342888|NCT00556985
1304|NCT00343109|NCT00369525
1305|NCT00343915|NCT00787228
1306|NCT00345176|NCT00409513
992|NCT00123045|NCT00181324
993|NCT00123058|NCT00129103
994|NCT00123097|NCT00408486
995|NCT00123253|NCT00435136
996|NCT00123487|NCT00331396
997|NCT00123500|NCT00122967
998|NCT00123773|NCT00271648
999|NCT00124124|NCT00045383
1000|NCT00124514|NCT00088244
1001|NCT00124748|NCT00324636
1002|NCT00124917|NCT00227799
1003|NCT00125788|NCT00029887
1004|NCT00126646|NCT00114751
1005|NCT00127452|NCT00139464
1006|NCT00128102|NCT00265577
1007|NCT00128102|NCT00290784
1008|NCT00128661|NCT00344357
1009|NCT00128830|NCT00980772
1010|NCT00128934|NCT00278720
1011|NCT00129948|NCT00310193
1012|NCT00130312|NCT00342238
1013|NCT00130442|NCT00128648
1014|NCT00130520|NCT00696670
1015|NCT00130871|NCT00195832
1016|NCT00132015|NCT00285311
1017|NCT00132041|NCT00399958
1018|NCT00132691|NCT00269698
1019|NCT00133406|NCT00421382
1083|NCT00182624|NCT00076908
1084|NCT00182858|NCT01927796
1085|NCT00184717|NCT00184704
1086|NCT00185640|NCT00186615
1087|NCT00186576|NCT00052546
1088|NCT00186628|NCT00234013
1089|NCT00189228|NCT00201097
1090|NCT00189423|NCT00225953
1091|NCT00189488|NCT00964899
1092|NCT00190268|NCT00169429
1093|NCT00190723|NCT00047892
1094|NCT00190723|NCT00052663
1095|NCT00191139|NCT00074217
1096|NCT00193076|NCT00191776
1097|NCT00194194|NCT00350558
1098|NCT00194259|NCT00350740
1099|NCT00194519|NCT00197574
1100|NCT00194519|NCT00197600
1101|NCT00195247|NCT00112814
1102|NCT00196937|NCT00332358
1103|NCT00196937|NCT00332475
1104|NCT00196937|NCT00332501
1105|NCT00196937|NCT00332527
1106|NCT00197184|NCT00787449
1107|NCT00199134|NCT00199199
1108|NCT00199420|NCT00203983
1109|NCT00200174|NCT00004247
1110|NCT00200200|NCT00263848
1111|NCT00201162|NCT00181103
1112|NCT00201214|NCT00178815
1113|NCT00201721|NCT00423423
1114|NCT00203372|NCT00128674
1115|NCT00203411|NCT00217685
1116|NCT00203879|NCT00064168
1117|NCT00204243|NCT00520793
1118|NCT00206219|NCT00072878
1119|NCT00206388|NCT00258414
1120|NCT00206674|NCT00185497
1121|NCT00206687|NCT00059007
1122|NCT00206687|NCT00185406
1123|NCT00206700|NCT00185471
1124|NCT00207701|NCT01128504
1125|NCT00208104|NCT00201175
1126|NCT00210548|NCT00147173
1127|NCT00210665|NCT00707109
1128|NCT00211198|NCT00279396
1129|NCT00211549|NCT00371917
1130|NCT00211835|NCT00233116
1131|NCT00212160|NCT00247598
1132|NCT00212381|NCT00206804
1133|NCT00212628|NCT00189865
1134|NCT00212667|NCT00189891
1135|NCT00212875|NCT00246311
1136|NCT00214045|NCT00590733
1137|NCT00214422|NCT00278356
1138|NCT00214500|NCT00231036
1139|NCT00215605|NCT00354289
1140|NCT00217503|NCT00121576
1141|NCT00217594|NCT00123721
1142|NCT00217672|NCT00203398
1143|NCT00218335|NCT00597155
1144|NCT00218972|NCT00805363
1145|NCT00220987|NCT00175331
1146|NCT00221026|NCT00105261
1147|NCT00221065|NCT00375479
1148|NCT00222287|NCT00222313
1149|NCT00293176|NCT00100022
1150|NCT00293345|NCT01645527
1151|NCT00294723|NCT00853359
1152|NCT00295165|NCT00295321
1153|NCT00295932|NCT00859443
1154|NCT00295958|NCT00263510
1155|NCT00295984|NCT00339755
925|NCT00285350|NCT00127894
926|NCT00285428|NCT00112970
927|NCT00285779|NCT00568581
928|NCT00286364|NCT00150501
929|NCT00287287|NCT00381498
930|NCT00287495|NCT00304122
931|NCT00288275|NCT00301717
932|NCT00288938|NCT00335530
933|NCT00289926|NCT00394342
934|NCT00290472|NCT00084474
935|NCT00290485|NCT00363103
1419|NCT00318955|NCT00248001
1156|NCT00296114|NCT00250107
1157|NCT00296647|NCT00106873
1158|NCT00297258|NCT00293449
1159|NCT00297895|NCT00389571
1160|NCT00298779|NCT00107302
1161|NCT00529100|NCT00470730
1162|NCT00529997|NCT00479544
1163|NCT00532194|NCT00544973
1164|NCT00532233|NCT00843999
1165|NCT00534911|NCT00596869
1166|NCT00538785|NCT00240890
1167|NCT00538850|NCT00589342
1168|NCT00538863|NCT00589004
1169|NCT00540332|NCT00965159
1170|NCT00540449|NCT00613639
1171|NCT00540605|NCT00572273
1172|NCT00540865|NCT00504868
1173|NCT00541099|NCT01665443
1174|NCT00541697|NCT00093106
1175|NCT00542087|NCT00092794
1176|NCT00542243|NCT00547079
1177|NCT00543140|NCT00813462
1178|NCT00543725|NCT00614692
1179|NCT00544752|NCT01315600
1180|NCT00545649|NCT00569218
1181|NCT00547144|NCT00568932
1182|NCT00547378|NCT00549094
1183|NCT00547443|NCT00975260
1184|NCT00549185|NCT00539682
1185|NCT00550147|NCT00198211
1186|NCT00550368|NCT00549224
1187|NCT00552500|NCT00161512
1188|NCT00552916|NCT00538837
1189|NCT00553189|NCT01445353
1190|NCT00553332|NCT01645644
1191|NCT00553878|NCT00516815
1192|NCT00554086|NCT00260455
1193|NCT00554229|NCT00707395
1194|NCT00554515|NCT00536757
1195|NCT00555152|NCT00570453
1196|NCT00555425|NCT00595400
1197|NCT00555984|NCT00524082
1198|NCT00556439|NCT00788268
1199|NCT00557492|NCT00428324
1200|NCT00558896|NCT01219634
1201|NCT00559039|NCT00340145
1202|NCT00559065|NCT00516568
1203|NCT00559208|NCT00397085
1204|NCT00559507|NCT01645605
1205|NCT00559507|NCT01664481
1206|NCT00559598|NCT00342979
1207|NCT00559949|NCT00589940
1208|NCT00560144|NCT00557271
1209|NCT00560716|NCT00530465
1210|NCT00561015|NCT00613704
1211|NCT00561353|NCT00614185
1212|NCT00563212|NCT00212563
1213|NCT00564460|NCT00547430
1214|NCT00565721|NCT00923767
1215|NCT00566202|NCT00761293
1216|NCT00566410|NCT00570076
1217|NCT00566449|NCT00767078
1218|NCT00567229|NCT00590486
1219|NCT00299273|NCT00503373
1220|NCT00299819|NCT00394719
1221|NCT00301093|NCT00215475
1222|NCT00301119|NCT00212524
1223|NCT00301899|NCT00263224
1224|NCT00301990|NCT00142142
1225|NCT00302016|NCT00532649
1226|NCT00302159|NCT00313664
1227|NCT00302861|NCT00313651
1228|NCT00303433|NCT00303095
1229|NCT00303472|NCT00548028
1230|NCT00303836|NCT00255203
1231|NCT00324727|NCT00291252
1232|NCT00325494|NCT00377013
1233|NCT00325494|NCT00349154
1234|NCT00325754|NCT00119860
1235|NCT00326417|NCT00335608
1236|NCT00326495|NCT00343772
1237|NCT00326872|NCT01646970
1238|NCT00326872|NCT01664390
1307|NCT00345345|NCT00365066
1308|NCT00345371|NCT00431652
1309|NCT00345852|NCT00109694
1310|NCT00346008|NCT00482534
1311|NCT00346255|NCT00625508
1312|NCT00346385|NCT00625287
1313|NCT00347204|NCT00405028
1314|NCT00349869|NCT00346307
1315|NCT00350051|NCT00430222
1316|NCT00350415|NCT00336440
1317|NCT00350727|NCT00412711
1318|NCT00351975|NCT00336804
1319|NCT00352001|NCT00326846
1320|NCT00352131|NCT00625716
1321|NCT00352313|NCT00340041
1322|NCT00352638|NCT00491205
1323|NCT00353158|NCT00411008
1324|NCT00354276|NCT00389623
1325|NCT00354627|NCT00613236
1326|NCT00354913|NCT00611234
1327|NCT00355134|NCT00774670
1328|NCT00356369|NCT00356538
1329|NCT00356369|NCT00356577
1330|NCT00356369|NCT00356499
1331|NCT00356369|NCT00356694
1332|NCT00356369|NCT00356876
1333|NCT00356460|NCT00381745
1334|NCT00356889|NCT01646957
1335|NCT00356889|NCT01664416
1336|NCT00356980|NCT00328406
1337|NCT00357162|NCT01647009
1338|NCT00357162|NCT01664429
1339|NCT00357448|NCT00268801
1340|NCT00357461|NCT00325052
1341|NCT00357500|NCT00165321
1342|NCT00358501|NCT00410917
1343|NCT00358540|NCT00408837
1344|NCT00358644|NCT00238095
1345|NCT00358852|NCT01991496
1346|NCT00359125|NCT00363064
1347|NCT00359320|NCT00432848
1348|NCT00359606|NCT00378807
1349|NCT00359619|NCT00359502
1350|NCT00359619|NCT00359528
1351|NCT00359619|NCT00359827
1352|NCT00359983|NCT00360113
1353|NCT00359983|NCT00360165
1354|NCT00360269|NCT00227851
1355|NCT00360490|NCT00360620
1356|NCT00360776|NCT00331591
1357|NCT00361348|NCT00964509
1358|NCT00362713|NCT00462930
1359|NCT00363714|NCT00495742
1360|NCT00365391|NCT01649076
1361|NCT00366145|NCT00476840
1362|NCT00366418|NCT00389961
1363|NCT00366639|NCT00530673
1364|NCT00367458|NCT00923546
1365|NCT00368082|NCT00675571
1366|NCT00369122|NCT01530633
1367|NCT00371774|NCT00214799
1368|NCT00376688|NCT00360542
1369|NCT00376805|NCT00167193
1370|NCT00377104|NCT01645579
1371|NCT00377637|NCT00121082
1372|NCT00378534|NCT00398346
1373|NCT00378638|NCT00372866
1374|NCT00381940|NCT01648439
1375|NCT00383097|NCT00608478
1376|NCT00383786|NCT00211861
1377|NCT00383890|NCT00411775
1378|NCT00385268|NCT00295451
1379|NCT00386243|NCT00449475
1380|NCT00386256|NCT00929149
1381|NCT00387608|NCT00347633
1382|NCT00387621|NCT00818974
1383|NCT00387647|NCT00365664
1384|NCT00387660|NCT00462800
1385|NCT00387868|NCT00509522
1386|NCT00387998|NCT00380432
1387|NCT00388336|NCT00090935
1388|NCT00388960|NCT00424073
1389|NCT00389467|NCT00094588
1390|NCT00390325|NCT01645631
1391|NCT00390416|NCT00403468
1392|NCT00391222|NCT01205113
1393|NCT00393172|NCT00354718
1394|NCT00393224|NCT00898248
1395|NCT00303940|NCT00261885
1396|NCT00303992|NCT00145821
1397|NCT00304083|NCT00266890
1398|NCT00304330|NCT00332423
1399|NCT00304460|NCT00331617
1400|NCT00304525|NCT00324935
1401|NCT00305656|NCT00254943
1402|NCT00305825|NCT00187694
1403|NCT00307684|NCT00980499
1404|NCT00308724|NCT00081393
1405|NCT00310089|NCT00273923
1406|NCT00310180|NCT00554931
1407|NCT00310427|NCT00401037
1408|NCT00310830|NCT00307359
1409|NCT00311688|NCT00359749
1410|NCT00313196|NCT00307372
1411|NCT00313729|NCT00187642
1412|NCT00314093|NCT00331461
1413|NCT00314106|NCT00335127
1414|NCT00314743|NCT00285272
1415|NCT00315458|NCT01137279
1416|NCT00317538|NCT00094471
1417|NCT00317733|NCT01309464
1418|NCT00318110|NCT00429130
1587|NCT00412867|NCT00412945
1588|NCT00413075|NCT00411476
1589|NCT00413218|NCT00444366
1590|NCT00414518|NCT00525070
1591|NCT00414518|NCT01030172
1592|NCT00414609|NCT00699075
1593|NCT00414648|NCT00408343
1594|NCT00414648|NCT00720746
1595|NCT00414960|NCT00387816
1596|NCT00415025|NCT00214188
1597|NCT00416598|NCT01647074
1598|NCT00416793|NCT00409877
1599|NCT00420485|NCT00462163
1600|NCT00421044|NCT00478920
1601|NCT00421538|NCT00539058
1602|NCT00421798|NCT00763854
1603|NCT00422058|NCT00480909
1604|NCT00423085|NCT00531609
1605|NCT00423865|NCT00406666
1606|NCT00424346|NCT00471198
1607|NCT00424346|NCT00784628
1608|NCT00424359|NCT01355250
1609|NCT00424658|NCT00424879
1610|NCT00425035|NCT00036530
1611|NCT00425204|NCT00081185
1612|NCT00425321|NCT00766610
1613|NCT00425347|NCT00429741
1614|NCT00425542|NCT00974207
1615|NCT00425607|NCT00426088
1616|NCT00425672|NCT00364208
1617|NCT00426764|NCT00924378
1618|NCT00427726|NCT01444937
1619|NCT00427895|NCT00488852
1620|NCT00427895|NCT00774410
1621|NCT00428272|NCT01445093
1622|NCT00430053|NCT00075322
1623|NCT00430846|NCT00412282
1624|NCT00431639|NCT00103688
1625|NCT00431847|NCT01710475
1626|NCT00433394|NCT00228709
1627|NCT00433745|NCT00458965
1628|NCT00434161|NCT00964925
1629|NCT00435123|NCT00458939
1630|NCT00435942|NCT00998491
1631|NCT00436254|NCT00194662
1632|NCT00436501|NCT00427518
1633|NCT00437502|NCT00469677
1634|NCT00437853|NCT00262535
1635|NCT00438282|NCT00053664
1636|NCT00439231|NCT00465127
1637|NCT00439413|NCT00462514
1638|NCT00443118|NCT01126489
1639|NCT00443196|NCT00531388
1640|NCT00445198|NCT00929513
1641|NCT00446914|NCT00425828
1642|NCT00447954|NCT00277134
1440|NCT00576381|NCT00516529
1441|NCT00577707|NCT00602238
1442|NCT00577889|NCT01647022
1443|NCT00578032|NCT00573625
1444|NCT00578461|NCT00653289
1445|NCT00578539|NCT00647010
1446|NCT00578591|NCT00624897
1447|NCT00578864|NCT00600132
1448|NCT00578903|NCT00598221
1449|NCT00579111|NCT00625144
1450|NCT00579137|NCT00609258
1451|NCT00579423|NCT00016120
1452|NCT00579800|NCT00514319
1453|NCT00580060|NCT00085137
1454|NCT00580268|NCT00320645
1455|NCT00580801|NCT00614237
1456|NCT00581672|NCT00602654
1457|NCT00581958|NCT00899886
1458|NCT00582751|NCT00577291
1459|NCT00582907|NCT00767143
1460|NCT00583401|NCT00557479
1461|NCT00585312|NCT00393016
1462|NCT00585312|NCT00534040
1463|NCT00585533|NCT00204724
1464|NCT00585546|NCT00701116
1465|NCT00586092|NCT00276562
1466|NCT00586391|NCT00608270
1467|NCT00586508|NCT00559923
1468|NCT00586547|NCT00622297
1469|NCT00586846|NCT00072306
1470|NCT00587067|NCT00310102
1471|NCT00587093|NCT00502151
1472|NCT00587431|NCT00070369
1473|NCT00589212|NCT00096252
1474|NCT00589290|NCT00720187
1475|NCT00589784|NCT00561665
1476|NCT00590083|NCT00111033
1477|NCT00590369|NCT00583141
1478|NCT00590460|NCT00058565
1479|NCT00590629|NCT00192010
1480|NCT00590915|NCT01009164
1481|NCT00590954|NCT00400920
1482|NCT00591175|NCT00070798
1483|NCT00591513|NCT00004413
1484|NCT00594815|NCT00059956
1485|NCT00595764|NCT00632151
1486|NCT00597129|NCT00303680
1487|NCT00597519|NCT00388102
1488|NCT00600353|NCT00631930
1489|NCT00600925|NCT01150773
1490|NCT00601055|NCT00504569
1491|NCT00601913|NCT01588613
1492|NCT00603304|NCT00097136
1493|NCT00604201|NCT00608413
1494|NCT00604721|NCT00550719
1495|NCT00604721|NCT01656291
1643|NCT00448357|NCT00618306
1644|NCT00449644|NCT00614627
1645|NCT00449644|NCT00980265
1646|NCT00450138|NCT00411710
1647|NCT00450502|NCT01445184
1648|NCT00450931|NCT00386932
1649|NCT00450944|NCT00272298
1650|NCT00451022|NCT01444963
1420|NCT00319332|NCT00078676
1421|NCT00319501|NCT01079156
1422|NCT00319748|NCT00363493
1423|NCT00319813|NCT00479869
1424|NCT00320216|NCT00322998
1425|NCT00320372|NCT00657215
1426|NCT00320658|NCT00342420
1427|NCT00320801|NCT01137422
1428|NCT00321555|NCT00337311
1429|NCT00321581|NCT00354848
1430|NCT00321594|NCT01251445
1431|NCT00322140|NCT00352040
1432|NCT00322205|NCT00326755
1433|NCT00324025|NCT00804635
1434|NCT00324480|NCT01645514
1435|NCT00324480|NCT01664377
1436|NCT00573989|NCT01580449
1437|NCT00574366|NCT00179270
1438|NCT00576095|NCT00048269
1439|NCT00576095|NCT00185926
1239|NCT00327522|NCT00309153
1240|NCT00327600|NCT00301132
1241|NCT00327665|NCT00328003
1242|NCT00328666|NCT00271895
1243|NCT00328861|NCT00354055
1244|NCT00329030|NCT00415012
1245|NCT00329199|NCT00372554
1246|NCT00329225|NCT00054782
1247|NCT00329745|NCT00329953
1248|NCT00329745|NCT00331734
1249|NCT00331136|NCT00329875
1250|NCT00331344|NCT01648374
1251|NCT00331643|NCT00318526
1252|NCT00331955|NCT00365079
1253|NCT00332644|NCT00109447
1254|NCT00333138|NCT00235430
1519|NCT00630084|NCT01006512
1520|NCT00631163|NCT01199003
1521|NCT00631358|NCT00806702
1522|NCT00632138|NCT00237029
1523|NCT00632632|NCT00161499
1524|NCT00634231|NCT00729105
1525|NCT00634361|NCT00237835
1526|NCT00634933|NCT01616706
1527|NCT00635284|NCT00573677
1528|NCT00635570|NCT00145899
1529|NCT00635856|NCT00033579
1530|NCT00636116|NCT00884156
1531|NCT00636337|NCT00735202
1532|NCT00636636|NCT01465321
1533|NCT00637897|NCT01055288
1534|NCT00638235|NCT00793039
1535|NCT00640328|NCT01526993
1536|NCT00642941|NCT00615680
1537|NCT00643097|NCT00090597
1538|NCT00644059|NCT01015885
1539|NCT00646555|NCT00073567
1540|NCT00646555|NCT00899314
1541|NCT00651833|NCT00227578
1542|NCT00652054|NCT00227604
1543|NCT00652561|NCT00227552
1544|NCT00653042|NCT00090792
1545|NCT00654238|NCT00601783
1546|NCT00656175|NCT00755612
1547|NCT00658320|NCT00856466
1548|NCT00661180|NCT00085007
1549|NCT00662090|NCT00898339
1550|NCT00662103|NCT00665080
1551|NCT00665041|NCT00742651
1552|NCT00665249|NCT01117259
1553|NCT00665353|NCT00735982
1554|NCT00665847|NCT00750542
1555|NCT00666991|NCT00708864
1556|NCT00667810|NCT00909623
1557|NCT00672048|NCT01733498
1558|NCT00674024|NCT01445496
1559|NCT00393380|NCT00579722
1560|NCT00393757|NCT00776061
1561|NCT00396864|NCT00385814
1562|NCT00398281|NCT00330057
1563|NCT00398515|NCT01645553
1564|NCT00398515|NCT01664442
1565|NCT00399529|NCT00397371
1566|NCT00400179|NCT00128609
1567|NCT00400699|NCT00304343
1568|NCT00400946|NCT00165165
1569|NCT00401388|NCT00411502
1570|NCT00401869|NCT00526825
1571|NCT00402597|NCT01151332
1572|NCT00402961|NCT00425412
1573|NCT00404339|NCT00235612
1574|NCT00404365|NCT00369369
1575|NCT00406809|NCT00408811
1576|NCT00407407|NCT00405223
1577|NCT00408031|NCT00781014
1578|NCT00408213|NCT00231088
1579|NCT00408694|NCT00707096
1580|NCT00410605|NCT00406328
1581|NCT00410670|NCT00558714
1582|NCT00410826|NCT01009489
1583|NCT00411086|NCT00409474
1584|NCT00411645|NCT00430339
1585|NCT00412360|NCT00429598
1586|NCT00412750|NCT00376389
1839|NCT00755768|NCT00454727
1840|NCT00755976|NCT00632177
1841|NCT00756652|NCT00495534
1842|NCT00759395|NCT00738270
1843|NCT00761813|NCT00557167
1844|NCT00763438|NCT00563550
1845|NCT00767754|NCT00515749
1846|NCT00832650|NCT00892034
1847|NCT00832884|NCT00720863
1848|NCT00835900|NCT00957515
1849|NCT00840658|NCT01719939
1850|NCT00840996|NCT00706524
1851|NCT00843271|NCT00094224
1852|NCT00844753|NCT00699205
1853|NCT00847496|NCT00793533
1854|NCT00847626|NCT00892645
1855|NCT00849290|NCT00090922
1856|NCT00849290|NCT00170066
1857|NCT00849290|NCT00513006
1858|NCT00849654|NCT01177878
1859|NCT00849693|NCT00892294
1860|NCT00850057|NCT00783874
1861|NCT00852774|NCT01375192
1862|NCT00853996|NCT00855751
1863|NCT00855010|NCT00896116
1864|NCT00855205|NCT00552318
1865|NCT00858338|NCT00058916
1866|NCT00858845|NCT01046344
1867|NCT00858845|NCT01826643
1868|NCT00858858|NCT00849420
1869|NCT00859118|NCT00839215
1870|NCT00859508|NCT00454844
1871|NCT00861549|NCT00766428
1872|NCT00861549|NCT00926679
1873|NCT00862082|NCT00838604
1874|NCT00862134|NCT00840021
1875|NCT00865566|NCT00919789
1876|NCT00867048|NCT00821171
1877|NCT00867139|NCT00865800
1878|NCT00867828|NCT00861289
1879|NCT00871299|NCT01021254
1880|NCT00871975|NCT00849225
1881|NCT00872677|NCT00082056
1882|NCT00873041|NCT01185106
1883|NCT00874276|NCT00874705
1884|NCT00875823|NCT00616525
1885|NCT00879255|NCT00769977
1886|NCT00880022|NCT01097291
1887|NCT00880334|NCT00378794
1888|NCT00880360|NCT00238186
1889|NCT00880503|NCT00898001
1890|NCT00880789|NCT01017705
1891|NCT00881023|NCT00595803
1892|NCT00881023|NCT01508442
1893|NCT00881075|NCT00340925
1894|NCT00883545|NCT00903097
1895|NCT00885508|NCT00922298
1896|NCT00889928|NCT00821704
1897|NCT00890747|NCT01727102
1898|NCT00891774|NCT00871988
1899|NCT00891995|NCT00505206
1900|NCT00895011|NCT01171001
1901|NCT00895895|NCT01312896
1902|NCT00896181|NCT00841997
1903|NCT00896324|NCT00866931
1904|NCT00898079|NCT00228735
1905|NCT00901069|NCT00589160
1906|NCT00903201|NCT01051453
1907|NCT00904241|NCT00256763
1908|NCT00904345|NCT01250522
1909|NCT00904579|NCT01445574
1910|NCT00905060|NCT00912951
