FIRSTRECEIVED_DISPOSITION_DATE|NCT_ID|FIRSTRECEIVED_RESULTS_DATE
5-Apr-11|NCT00688701|
6-Dec-12|NCT00688766|
23-Mar-10|NCT00689104|17-Jul-12
7-Sep-10|NCT00689117|2-Nov-10
6-Apr-09|NCT00689273|
7-Sep-10|NCT00689481|5-Nov-10
9-Dec-10|NCT00689728|
17-Aug-10|NCT00690716|
27-Nov-12|NCT00691717|
9-Sep-11|NCT00691964|
4-Jan-11|NCT00692445|
19-Feb-13|NCT00692484|
17-Apr-09|NCT00693472|
26-Jan-12|NCT00693485|13-Mar-13
20-Aug-10|NCT00694135|
12-Oct-10|NCT00694161|16-Nov-12
14-Dec-11|NCT00694382|
2-Mar-12|NCT00694707|
2-Nov-10|NCT00694928|
17-Aug-10|NCT00695110|
17-Mar-11|NCT00695305|
20-May-09|NCT00695669|19-Dec-13
28-Mar-14|NCT00696020|
16-Aug-11|NCT00696332|
9-Nov-10|NCT00696657|
14-May-09|NCT00696800|6-Aug-14
20-Dec-10|NCT00697099|
16-Oct-10|NCT00697541|19-Sep-13
7-Jan-13|NCT00697762|
15-Jan-13|NCT00697918|
17-Jun-10|NCT00698230|
9-Feb-11|NCT00698581|
11-Oct-12|NCT00698789|
5-Nov-10|NCT00698802|
4-Apr-11|NCT00698828|
8-Apr-11|NCT00699283|
23-Aug-12|NCT00699582|23-Oct-12
2-Sep-11|NCT00699803|
23-Aug-12|NCT00699972|23-Oct-12
9-Jun-09|NCT00700622|
2-Sep-10|NCT00700635|11-Dec-10
2-Sep-10|NCT00700713|
9-Oct-12|NCT00701181|
30-Apr-14|NCT00701766|
21-Nov-11|NCT00702143|6-Apr-12
13-Sep-10|NCT00702650|15-Dec-10
25-Jul-13|NCT00703222|
29-Jul-10|NCT00703326|16-May-14
14-Oct-10|NCT00703547|
6-Aug-12|NCT00705406|
2-Sep-11|NCT00705783|29-Mar-13
29-Jan-13|NCT00706030|
20-Dec-11|NCT00706238|
17-May-12|NCT00706446|
30-Apr-14|NCT00706498|
11-Aug-09|NCT00706537|
5-May-14|NCT00706628|
2-Oct-10|NCT00706849|15-Feb-13
30-Sep-11|NCT00706914|
1-Feb-12|NCT00707031|
13-Aug-12|NCT00707304|
16-Jan-14|NCT00707733|
17-Feb-11|NCT00707746|25-Feb-13
7-May-13|NCT00707889|
3-Sep-09|NCT00707967|
13-Jan-10|NCT00708071|6-Oct-11
31-Jul-09|NCT00708084|
15-Sep-11|NCT00708097|15-Sep-11
22-Jul-09|NCT00708110|22-Aug-13
14-Sep-10|NCT00708123|14-Sep-10
23-Aug-11|NCT00708162|
1-May-12|NCT00708292|
14-Sep-10|NCT00708305|14-Sep-10
12-Jul-11|NCT00708435|7-Jun-13
23-Feb-12|NCT00708552|
26-Nov-12|NCT00709371|
7-Mar-11|NCT00709904|
9-Dec-10|NCT00709995|
23-Aug-11|NCT00710580|
17-Mar-11|NCT00710684|
30-Apr-14|NCT00710710|
6-May-14|NCT00710762|
3-Mar-14|NCT00711035|
23-Oct-12|NCT00711477|
16-Jun-14|NCT00712322|
13-Apr-12|NCT00712673|
10-Aug-13|NCT00712699|
1-Mar-11|NCT00712959|18-Feb-14
3-Jan-14|NCT00713401|
5-Oct-12|NCT00713518|
7-Sep-10|NCT00713609|
4-Nov-10|NCT00713648|22-Jan-14
21-Feb-12|NCT00713830|
20-Dec-10|NCT00714597|
21-Feb-12|NCT00715624|
26-Oct-09|NCT00715689|
22-Aug-13|NCT00715910|25-Apr-14
4-Apr-13|NCT00716534|
14-Apr-14|NCT00716976|
8-Oct-12|NCT00717522|6-Mar-13
4-Apr-11|NCT00717769|
20-Dec-10|NCT00718224|
13-Jun-11|NCT00718419|
5-Dec-13|NCT00718666|
15-Sep-11|NCT00718718|
23-Dec-10|NCT00719043|19-Dec-13
15-Apr-13|NCT00719550|
9-Dec-09|NCT00720057|3-Jan-11
3-Jun-11|NCT00720434|18-Jun-13
28-Mar-14|NCT00720499|
25-Aug-10|NCT00721162|16-May-14
17-Jun-11|NCT00721695|
20-Dec-10|NCT00721760|
17-Mar-10|NCT00721812|
8-Oct-12|NCT00722046|
1-Feb-13|NCT00722137|
15-Jun-11|NCT00722358|
7-Mar-12|NCT00722592|
16-Mar-11|NCT00723021|27-Dec-12
19-Feb-13|NCT00724048|
7-Nov-12|NCT00724815|15-Feb-13
28-Aug-13|NCT00724841|
12-Aug-10|NCT00725712|
12-May-10|NCT00725725|
5-Feb-10|NCT00725764|
3-Jan-14|NCT00725803|
14-Jun-11|NCT00725881|
18-Jun-10|NCT00726232|20-Jan-12
1-Mar-12|NCT00726323|
14-Oct-10|NCT00726336|
26-Aug-09|NCT00726648|
21-Sep-11|NCT00726882|
2-Jan-13|NCT00728351|
14-Sep-10|NCT00728949|
28-Jun-12|NCT00730405|
7-Jun-11|NCT00730665|
14-May-10|NCT00731822|12-Jun-13
9-Oct-12|NCT00732615|
1-Mar-12|NCT00733304|
21-Dec-10|NCT00733902|
17-Mar-11|NCT00733980|
5-Feb-10|NCT00734032|
16-Apr-12|NCT00734162|8-Oct-12
2-May-14|NCT00734253|
24-Aug-10|NCT00734292|
27-Nov-12|NCT00734435|
20-Sep-11|NCT00734474|
25-Mar-13|NCT00734539|17-Jun-14
9-Sep-11|NCT00735085|
25-Aug-10|NCT00735267|
26-Jul-10|NCT00735696|
16-Dec-11|NCT00735904|30-Nov-12
4-Jun-13|NCT00737516|
30-Nov-09|NCT00737633|31-Jul-12
14-May-13|NCT00737672|
25-Jan-12|NCT00738062|18-Mar-14
1-May-12|NCT00738387|
18-Nov-13|NCT00738582|
18-Nov-13|NCT00738699|
16-Aug-11|NCT00738972|20-Jul-13
11-Nov-09|NCT00739102|8-Jul-13
17-Sep-11|NCT00739401|
16-Mar-11|NCT00739739|
3-Jan-14|NCT00740610|
15-Jan-13|NCT00740623|
23-Jun-11|NCT00740792|15-May-12
28-Jan-13|NCT00741260|
1-Oct-09|NCT00741429|
7-Jan-14|NCT00741442|
13-Jul-10|NCT00742391|21-Feb-12
20-May-09|NCT00742885|20-Dec-13
4-Jun-13|NCT00743002|
6-Jun-12|NCT00743795|
31-Jan-12|NCT00743925|
25-May-10|NCT00744276|
14-Apr-11|NCT00744471|
15-Jan-13|NCT00744731|
25-Aug-10|NCT00744848|23-Nov-11
25-Oct-10|NCT00744991|
13-May-11|NCT00745251|31-Jul-12
25-Aug-10|NCT00745290|23-Nov-11
29-Sep-11|NCT00745823|6-Mar-12
24-Aug-12|NCT00746564|
21-Mar-13|NCT00746616|
9-Jun-09|NCT00747006|
11-Sep-12|NCT00747123|
8-Jun-11|NCT00747318|
12-Aug-10|NCT00748098|21-Apr-11
22-Feb-13|NCT00748124|
30-Oct-12|NCT00748501|
31-Jan-13|NCT00748852|
27-May-10|NCT00749216|
5-Feb-10|NCT00749411|
13-Oct-09|NCT00749632|
31-Jan-13|NCT00749788|
14-Jun-11|NCT00750139|13-Feb-12
14-Jun-11|NCT00750152|8-Feb-12
17-Sep-10|NCT00750243|
10-May-13|NCT00750282|16-Jun-14
28-Nov-12|NCT00750633|
2-Jul-10|NCT00751348|
9-Dec-09|NCT00751400|3-Jan-11
30-Apr-14|NCT00751803|
3-May-11|NCT00752050|
1-Sep-11|NCT00752258|
3-May-11|NCT00752297|
7-Jun-11|NCT00752505|
28-Mar-11|NCT00752986|
2-Jul-10|NCT00753272|26-Apr-12
11-Apr-13|NCT00753649|
28-Mar-11|NCT00753675|27-Sep-13
24-Feb-12|NCT00753740|
13-Aug-10|NCT00753896|14-Feb-12
16-Jul-13|NCT00754455|
1-Oct-09|NCT00754624|
15-Mar-12|NCT00755183|
9-Feb-11|NCT00755196|
20-Jun-12|NCT00755716|
3-Sep-09|NCT00756067|
16-Nov-09|NCT00756548|19-Feb-13
1-Aug-13|NCT00756938|16-Jan-14
16-Nov-09|NCT00756977|19-Feb-13
9-Feb-13|NCT00757757|
9-Sep-09|NCT00758264|
22-Aug-13|NCT00758303|
14-Sep-11|NCT00758420|6-Jan-14
31-May-12|NCT00758524|
2-Sep-11|NCT00758784|
11-Jan-10|NCT00758953|
27-Nov-12|NCT00758966|
30-Aug-10|NCT00759135|
9-Feb-11|NCT00759161|
10-Jul-14|NCT00760539|
20-May-09|NCT00760617|29-Mar-12
8-Oct-12|NCT00761150|1-Nov-13
2-Apr-14|NCT00761215|15-Jul-14
18-Jan-13|NCT00761280|7-Aug-14
10-Jul-14|NCT00761709|
7-Aug-13|NCT00761826|
22-Aug-11|NCT00762411|6-Nov-13
7-Aug-13|NCT00762541|
22-Nov-11|NCT00763321|1-Nov-13
21-Feb-12|NCT00763451|
13-Oct-10|NCT00763503|
16-Oct-10|NCT00763555|
7-May-12|NCT00763815|
29-Jun-11|NCT00764634|
2-Jul-10|NCT00765076|8-Mar-12
5-Mar-12|NCT00765323|
17-Sep-13|NCT00765700|
20-Aug-10|NCT00765804|
2-Jan-13|NCT00765830|
30-Sep-11|NCT00765882|28-Sep-12
5-Feb-10|NCT00766090|6-Jun-13
13-May-14|NCT00766324|
28-Oct-13|NCT00768274|
5-Jan-11|NCT00768482|
3-Jun-11|NCT00768664|
15-Nov-11|NCT00769067|
17-Dec-09|NCT00769886|
25-Mar-10|NCT00770029|9-Aug-11
2-Jan-13|NCT00770081|
26-Apr-11|NCT00770133|
30-Sep-10|NCT00770146|15-Feb-13
25-Mar-10|NCT00770211|9-Aug-11
16-Feb-11|NCT00770341|17-May-11
15-Apr-13|NCT00770848|
31-May-12|NCT00770965|
14-May-14|NCT00771134|
24-Jul-12|NCT00771446|
2-Jul-10|NCT00771615|19-Dec-13
26-Apr-11|NCT00771667|10-Oct-11
31-Mar-10|NCT00772109|16-Jul-11
28-Jun-12|NCT00772343|
4-Dec-11|NCT00772382|10-Apr-14
5-Jan-11|NCT00772785|
2-Jul-10|NCT00772889|29-Mar-12
10-Sep-10|NCT00773344|
26-Jul-13|NCT00773734|
10-Jul-14|NCT00774397|
10-May-13|NCT00774761|
16-Mar-09|NCT00775203|25-Feb-10
24-Sep-10|NCT00775411|1-Aug-12
31-Mar-10|NCT00775450|14-Jul-11
26-Feb-13|NCT00775463|31-Jan-14
17-Apr-12|NCT00777101|
6-Apr-11|NCT00777153|3-Apr-12
31-Oct-12|NCT00777231|
6-Feb-13|NCT00777309|
17-Jun-10|NCT00778700|
16-Nov-11|NCT00778895|19-Dec-12
27-Jul-14|NCT00779324|
15-Jul-10|NCT00779519|
10-Sep-10|NCT00780000|
6-Sep-11|NCT00781339|
4-May-10|NCT00781443|
10-Apr-13|NCT00781456|19-Aug-14
21-Feb-12|NCT00781742|
13-Apr-12|NCT00781885|
1-Sep-10|NCT00781911|
28-Oct-10|NCT00782106|
25-Jan-12|NCT00782340|18-Mar-14
29-Oct-09|NCT00782431|
18-Aug-10|NCT00782535|
16-Aug-11|NCT00782769|
10-May-11|NCT00783263|10-Aug-11
28-Jun-12|NCT00783289|
24-Mar-09|NCT00783406|
8-Apr-13|NCT00783692|19-Jun-14
14-Jan-13|NCT00783718|19-Jun-14
2-May-12|NCT00784212|
12-Aug-10|NCT00784550|18-Nov-10
14-Mar-11|NCT00784693|
24-Mar-11|NCT00784719|29-Nov-12
9-Dec-10|NCT00784875|17-Nov-11
25-Feb-11|NCT00785577|25-Aug-11
25-Oct-10|NCT00785928|
30-Aug-11|NCT00785954|
10-Dec-09|NCT00786188|16-Jul-13
18-Dec-12|NCT00786201|
15-May-12|NCT00786422|20-Dec-13
6-Jul-12|NCT00787891|27-Jul-12
28-Nov-12|NCT00788541|
18-Aug-14|NCT00788697|
16-May-12|NCT00788892|
26-Mar-14|NCT00788957|
19-Apr-11|NCT00789477|28-Aug-14
3-Dec-12|NCT00789737|4-Dec-13
6-Aug-13|NCT00789750|
7-Aug-09|NCT00790023|15-Feb-12
13-May-11|NCT00790127|
26-Feb-10|NCT00790660|
6-Jun-11|NCT00790751|25-May-12
25-Oct-10|NCT00790790|25-Aug-11
22-Mar-12|NCT00791219|
25-Oct-10|NCT00791479|
8-Feb-11|NCT00791492|16-Nov-12
7-Nov-12|NCT00792103|15-Feb-13
11-Feb-14|NCT00792571|
12-Aug-10|NCT00792636|7-Oct-10
9-Sep-09|NCT00792909|
15-Nov-11|NCT00793546|4-Oct-12
25-Jan-12|NCT00793780|
17-Apr-11|NCT00794417|
3-Dec-13|NCT00794586|
2-Oct-10|NCT00794664|15-Feb-13
2-May-12|NCT00795418|
28-Jan-11|NCT00795821|
18-Apr-13|NCT00796120|25-Mar-14
16-Dec-10|NCT00796289|
13-May-11|NCT00796367|31-Jul-12
16-Nov-12|NCT00796445|
9-Apr-12|NCT00796744|14-Jun-12
21-Sep-09|NCT00797108|
6-Feb-12|NCT00797225|
10-May-12|NCT00797966|
20-Feb-13|NCT00798304|
24-Sep-10|NCT00799227|10-Jul-14
7-Sep-10|NCT00799552|
27-Mar-14|NCT00799903|
28-Oct-09|NCT00800605|
19-Jun-13|NCT00801242|8-Aug-14
1-Dec-11|NCT00801723|
8-Sep-14|NCT00802347|
29-Jan-13|NCT00802425|
10-Nov-09|NCT00802464|
12-Aug-14|NCT00802945|
7-Nov-13|NCT00803101|12-Jan-14
27-Jun-13|NCT00803205|
9-Dec-10|NCT00804570|
20-Oct-11|NCT00804843|21-Dec-11
16-Apr-10|NCT00804973|
25-Oct-10|NCT00804986|13-May-11
4-Aug-11|NCT00805025|9-Sep-13
26-Jul-12|NCT00805389|19-Dec-12
27-May-10|NCT00805441|
31-May-12|NCT00805480|
12-Aug-14|NCT00806156|
30-May-11|NCT00806195|13-May-13
20-Nov-09|NCT00806260|31-Jul-12
11-Mar-13|NCT00806286|
11-Oct-12|NCT00806351|20-Nov-12
7-Nov-12|NCT00806546|15-Feb-13
25-Aug-10|NCT00806806|
25-Aug-10|NCT00807209|29-Nov-11
19-Jun-12|NCT00807495|
7-Jan-13|NCT00808132|30-Oct-13
27-Jan-14|NCT00808210|
31-Mar-11|NCT00808405|20-Apr-12
2-Nov-11|NCT00809354|
6-Jun-11|NCT00809471|25-May-12
1-Sep-11|NCT00809510|
25-Jun-10|NCT00809679|
2-Nov-11|NCT00809783|
31-Mar-11|NCT00809848|13-Aug-13
11-Oct-12|NCT00809965|5-May-14
27-Jan-12|NCT00810732|
24-May-11|NCT00811395|3-Oct-12
8-Dec-09|NCT00811499|
31-May-12|NCT00811889|
27-Apr-11|NCT00811928|26-May-11
25-Aug-10|NCT00812305|
28-Mar-13|NCT00812331|24-Dec-13
5-Feb-10|NCT00812929|
27-Aug-10|NCT00812955|25-Apr-12
9-Sep-09|NCT00812981|
25-Aug-10|NCT00813111|22-Nov-11
28-Jun-14|NCT00813163|
7-Sep-12|NCT00813865|
18-Nov-10|NCT00814307|5-Dec-12
30-Nov-11|NCT00814320|
21-Feb-13|NCT00814970|22-Apr-14
14-Sep-12|NCT00815035|
14-Feb-13|NCT00817063|
6-Dec-12|NCT00817362|
30-Nov-12|NCT00817414|
30-Nov-12|NCT00817635|
8-Sep-10|NCT00817986|
4-Feb-10|NCT00818363|
21-May-13|NCT00818441|
25-Aug-10|NCT00818493|
20-Dec-13|NCT00819390|26-Aug-14
1-Mar-11|NCT00820300|
22-Mar-12|NCT00820924|
17-Jun-10|NCT00820950|
1-Mar-11|NCT00821002|
2-Jan-13|NCT00821977|
20-Feb-13|NCT00822094|
10-Nov-10|NCT00823212|21-Dec-11
19-Nov-13|NCT00823979|28-Jan-14
30-Apr-14|NCT00824408|
23-Nov-11|NCT00824421|9-Dec-13
23-Jul-12|NCT00824460|20-Dec-13
19-Mar-13|NCT00825513|
18-Feb-13|NCT00825539|
14-Mar-11|NCT00826514|
27-Nov-12|NCT00827008|
15-Apr-10|NCT00828295|27-Jun-14
14-Mar-12|NCT00828711|24-Jan-14
18-Aug-14|NCT00829413|
5-Jan-11|NCT00829829|
2-Jun-11|NCT00830063|
8-Jun-11|NCT00830102|
20-Aug-12|NCT00830154|
3-Mar-14|NCT00830180|
6-Apr-10|NCT00830440|
26-Jan-12|NCT00830518|
25-Aug-10|NCT00831051|
14-Sep-09|NCT00831532|
24-Mar-11|NCT00831662|
24-Mar-12|NCT00831779|
3-Jan-14|NCT00832507|
28-Sep-10|NCT00833495|
15-Mar-12|NCT00833989|
25-Apr-13|NCT00834106|
29-Sep-10|NCT00835185|
19-Jul-10|NCT00836758|
27-Aug-13|NCT00837265|
5-Apr-11|NCT00837811|
14-Mar-11|NCT00838110|11-Oct-12
1-Jul-11|NCT00838162|30-Jan-13
27-Jan-12|NCT00838383|
22-Apr-13|NCT00838591|
6-Jul-11|NCT00838799|
3-Apr-12|NCT00838916|17-Apr-14
14-Feb-13|NCT00839254|
14-Apr-14|NCT00839332|
3-Apr-12|NCT00839527|24-Apr-14
13-Sep-11|NCT00839852|
25-Oct-10|NCT00840034|
17-Jan-12|NCT00840086|14-Nov-13
15-Jul-14|NCT00840268|
9-Nov-09|NCT00841087|
1-Oct-12|NCT00841529|
1-Jul-11|NCT00842088|
9-Nov-09|NCT00842361|
23-Feb-12|NCT00843193|
20-Sep-11|NCT00843518|
2-Jun-11|NCT00843687|
7-Dec-11|NCT00844532|30-Mar-12
25-Feb-11|NCT00845026|
11-Nov-10|NCT00845039|
1-Mar-11|NCT00845299|
20-Nov-12|NCT00845650|
30-Apr-14|NCT00845923|
20-May-11|NCT00846781|
2-May-12|NCT00846989|
5-Nov-12|NCT00847613|5-Dec-12
11-Aug-14|NCT00847912|
1-Apr-13|NCT00848107|12-Jul-13
21-Jun-12|NCT00849017|24-Apr-14
3-Apr-12|NCT00849056|24-Apr-14
18-Aug-11|NCT00851890|
13-Jul-10|NCT00852137|21-Feb-12
6-Jul-11|NCT00852202|
4-Aug-11|NCT00852839|
12-Sep-13|NCT00852995|
27-Mar-12|NCT00853112|
2-Oct-10|NCT00853242|
27-Jan-12|NCT00853307|
5-Nov-12|NCT00853385|4-Dec-12
27-May-10|NCT00853593|25-Aug-11
6-Jun-11|NCT00853606|25-May-12
15-Nov-10|NCT00853970|15-Nov-10
2-Sep-11|NCT00854061|
6-Feb-12|NCT00854100|
25-Aug-11|NCT00854360|23-Apr-12
6-Aug-14|NCT00854802|
30-Apr-14|NCT00855179|
2-Feb-10|NCT00855764|
6-Mar-12|NCT00855868|4-May-12
5-Jan-11|NCT00855920|
5-Jan-11|NCT00856206|
11-Feb-13|NCT00856284|25-Sep-13
13-Aug-14|NCT00856375|
5-Nov-12|NCT00856544|6-Dec-12
3-May-10|NCT00856843|3-Sep-10
1-May-12|NCT00856973|2-Nov-12
10-Oct-12|NCT00857090|
1-May-12|NCT00857220|2-Nov-12
3-May-10|NCT00857272|9-Aug-10
21-Nov-11|NCT00857415|6-Apr-12
14-Sep-10|NCT00857454|15-Dec-10
22-Sep-10|NCT00857948|1-Mar-12
13-Sep-10|NCT00857961|15-Dec-10
11-Mar-14|NCT00858052|
27-Aug-10|NCT00859508|3-Feb-12
2-Jan-13|NCT00860288|
7-Jul-11|NCT00861185|
7-Jul-11|NCT00861211|
14-Feb-13|NCT00861380|
22-Mar-12|NCT00861809|
23-Jan-12|NCT00862524|
26-Jul-10|NCT00862784|16-May-14
28-Mar-11|NCT00862836|2-Nov-11
2-May-11|NCT00863304|
27-Jan-12|NCT00863772|
26-Jan-12|NCT00864097|
18-Jun-10|NCT00864175|
6-Aug-13|NCT00864253|16-Apr-14
20-May-13|NCT00865280|
23-Mar-11|NCT00865904|
29-May-13|NCT00866359|22-Apr-14
21-Feb-12|NCT00866658|
7-Aug-14|NCT00866775|
7-Nov-13|NCT00867087|
26-Jul-13|NCT00867698|
1-Aug-14|NCT00868140|
24-Mar-09|NCT00868296|30-Nov-09
18-Apr-13|NCT00868608|
6-Jun-11|NCT00869336|
8-Sep-10|NCT00869440|
23-Aug-11|NCT00869557|20-Sep-12
27-May-10|NCT00869726|
29-Oct-10|NCT00869791|
7-Sep-10|NCT00869986|
7-Sep-10|NCT00870155|
15-Jan-13|NCT00870454|
1-Mar-12|NCT00870818|
3-Sep-10|NCT00870870|
2-Jul-10|NCT00871000|
24-Aug-10|NCT00871182|
27-Dec-12|NCT00871325|
17-Nov-11|NCT00871338|26-Jun-14
9-Dec-10|NCT00871572|
16-Nov-12|NCT00871741|
6-Sep-11|NCT00872196|
13-May-14|NCT00872300|
11-Jun-10|NCT00872885|
16-Aug-12|NCT00872898|1-Aug-13
18-Dec-13|NCT00873119|
5-Feb-10|NCT00874120|2-Jun-10
13-Sep-10|NCT00874770|
3-Jan-14|NCT00874796|
17-Aug-10|NCT00875160|
4-Jan-12|NCT00875550|
19-Jul-11|NCT00876187|
20-Jun-11|NCT00876798|
8-Aug-13|NCT00877006|25-Mar-14
12-Oct-11|NCT00877279|
17-Jun-11|NCT00877890|14-Feb-12
12-Nov-13|NCT00878709|
18-Dec-12|NCT00878722|
29-Nov-13|NCT00878800|
14-Jan-14|NCT00879606|
24-Jul-12|NCT00879658|
17-Oct-12|NCT00879762|
29-Mar-12|NCT00880009|4-Oct-12
23-Feb-12|NCT00880048|
22-Aug-11|NCT00880217|
23-Feb-12|NCT00880399|
5-Oct-10|NCT00880490|
27-Sep-13|NCT00880620|
4-Mar-13|NCT00881452|
20-Sep-10|NCT00882557|19-Jul-11
2-Jul-13|NCT00882687|
7-Jul-11|NCT00882908|18-Dec-13
13-Jun-11|NCT00882999|
23-Jun-11|NCT00883168|21-May-12
26-Aug-10|NCT00883311|
12-Nov-12|NCT00883896|
23-Sep-10|NCT00884234|
26-Jan-12|NCT00884585|27-Sep-12
9-Sep-13|NCT00884715|
4-Jun-14|NCT00886587|
16-Feb-12|NCT00887510|10-Jun-13
2-Jan-13|NCT00887588|
23-Sep-10|NCT00888914|
26-Aug-13|NCT00888927|
21-May-10|NCT00889330|24-Jun-11
5-Dec-12|NCT00889486|
24-Jan-12|NCT00889889|
9-May-13|NCT00890097|4-Jun-14
25-Aug-10|NCT00890682|21-Nov-11
25-Aug-10|NCT00890721|22-Nov-11
22-Aug-13|NCT00890825|
14-Mar-12|NCT00890968|
12-Oct-12|NCT00891202|22-Aug-14
30-Sep-11|NCT00891462|14-Aug-12
6-Mar-13|NCT00891839|
23-Jan-14|NCT00891930|
7-Sep-10|NCT00891982|6-Oct-10
23-Aug-11|NCT00892437|
11-Jul-14|NCT00892762|
1-Jun-11|NCT00892775|
2-Dec-11|NCT00892957|13-Sep-12
29-Oct-10|NCT00892970|
11-Jul-14|NCT00893139|
6-Mar-13|NCT00894322|16-Apr-14
21-Jun-13|NCT00894517|30-Jul-13
29-Oct-10|NCT00894530|
27-Mar-14|NCT00894868|
6-Jun-11|NCT00895011|25-May-12
16-Nov-11|NCT00896064|
8-May-14|NCT00896454|
22-Aug-13|NCT00896480|
16-Apr-13|NCT00896532|
15-Mar-11|NCT00899977|
10-Sep-12|NCT00900900|
17-Apr-14|NCT00901693|
2-Jan-13|NCT00901979|
27-Apr-12|NCT00902174|16-Apr-13
17-Feb-14|NCT00902200|
23-May-13|NCT00902291|
18-Jun-10|NCT00902486|
2-Aug-11|NCT00902928|
15-Mar-12|NCT00903201|
27-Sep-12|NCT00903331|29-Oct-13
16-Jul-13|NCT00903552|
17-Mar-11|NCT00903617|
19-Nov-13|NCT00904670|27-May-14
18-Sep-12|NCT00904683|
6-May-14|NCT00904839|
21-Feb-12|NCT00905255|
2-May-12|NCT00905307|
18-Sep-12|NCT00905372|
12-Aug-11|NCT00905385|
6-Apr-11|NCT00905450|
10-Apr-14|NCT00906334|
1-Sep-10|NCT00906373|
17-Jun-14|NCT00906399|28-Jul-14
22-May-13|NCT00907296|
23-Sep-10|NCT00907387|
23-Nov-11|NCT00907426|21-Aug-12
10-Nov-09|NCT00907777|
1-Apr-13|NCT00908388|24-Oct-13
15-Jul-10|NCT00909298|
21-Sep-11|NCT00909532|27-Feb-12
3-Jan-12|NCT00909727|27-Feb-12
18-Sep-12|NCT00909870|31-Dec-12
24-Aug-12|NCT00910520|29-Jan-13
23-Jul-12|NCT00910845|29-Jan-13
20-Jun-11|NCT00910871|30-Jan-13
13-Feb-13|NCT00910962|
17-Aug-10|NCT00911586|
3-Mar-14|NCT00911859|
6-Feb-14|NCT00911963|
8-Sep-11|NCT00912288|30-Jul-12
20-May-13|NCT00912743|
31-Mar-11|NCT00912964|17-Jul-12
9-Nov-12|NCT00913627|
19-Sep-11|NCT00913835|
11-May-11|NCT00914602|
10-Aug-11|NCT00914732|
21-May-13|NCT00914927|
12-Nov-13|NCT00915018|
22-Sep-10|NCT00915551|21-Feb-12
22-Sep-10|NCT00916006|21-Feb-12
6-Aug-12|NCT00917020|
6-Aug-12|NCT00917111|
17-Jun-11|NCT00917267|14-Feb-12
22-Sep-10|NCT00917306|
26-Jul-10|NCT00917384|
28-Jul-11|NCT00917826|
25-Apr-14|NCT00918203|
1-Apr-14|NCT00918983|
1-Jun-11|NCT00920218|
23-Oct-13|NCT00920387|
12-Aug-10|NCT00920426|
18-Sep-09|NCT00920439|
28-Feb-13|NCT00920582|
18-Aug-11|NCT00920764|
16-May-14|NCT00922571|
12-Oct-11|NCT00922623|22-Dec-11
9-Dec-10|NCT00922636|26-Sep-13
10-Apr-13|NCT00924560|
17-Aug-10|NCT00924612|
27-Jan-12|NCT00924664|
10-Jul-13|NCT00924989|
25-Sep-13|NCT00925301|
2-Sep-10|NCT00925535|
14-Mar-12|NCT00925938|23-Oct-13
2-Jul-13|NCT00926185|
21-May-13|NCT00927914|
9-May-13|NCT00928304|9-Dec-13
14-Sep-11|NCT00928421|19-Feb-14
20-Sep-13|NCT00928434|
31-May-12|NCT00928512|
16-Jul-14|NCT00928590|
25-Oct-11|NCT00929110|22-Jun-12
31-Jan-13|NCT00929539|
2-May-12|NCT00929968|
9-Apr-13|NCT00930059|
30-Jun-11|NCT00930163|
15-Nov-12|NCT00931762|
14-Sep-12|NCT00932282|
30-Apr-14|NCT00932737|
14-Sep-12|NCT00932828|
11-Nov-10|NCT00934089|
22-Nov-11|NCT00935311|1-Nov-13
17-Jun-11|NCT00935532|14-Feb-12
25-Apr-13|NCT00935987|
22-Aug-13|NCT00936221|
9-Nov-10|NCT00936403|
26-Mar-10|NCT00936871|
30-Oct-13|NCT00937352|
19-Dec-13|NCT00937378|
11-Feb-10|NCT00937404|
19-Dec-13|NCT00937859|
10-Nov-09|NCT00938392|19-Apr-12
29-Oct-11|NCT00938587|
21-Dec-12|NCT00938652|
1-Aug-13|NCT00939237|
27-Sep-12|NCT00939276|
8-Sep-11|NCT00939783|11-Oct-12
22-Mar-11|NCT00940095|
31-May-12|NCT00941031|
5-Sep-12|NCT00941486|
13-Apr-10|NCT00941603|
11-Apr-13|NCT00942162|
5-Apr-11|NCT00942188|
22-Sep-10|NCT00942604|21-Feb-12
9-May-11|NCT00943072|19-Oct-12
7-Mar-14|NCT00943111|22-Aug-14
5-Jan-10|NCT00944294|
17-Mar-11|NCT00944892|
5-Jan-10|NCT00944970|
1-Feb-13|NCT00945191|
2-Dec-11|NCT00945269|
8-Mar-12|NCT00945282|
5-Sep-12|NCT00945646|
24-Jun-11|NCT00945763|
5-Sep-12|NCT00945802|
27-Sep-11|NCT00946569|
9-Mar-12|NCT00946920|14-Feb-14
10-Jul-14|NCT00947349|
9-Sep-11|NCT00947557|
9-Mar-12|NCT00947882|
23-Feb-11|NCT00948142|
30-Sep-11|NCT00948818|28-Sep-12
22-Nov-11|NCT00948909|
24-Dec-10|NCT00950612|
22-Mar-12|NCT00950807|16-Jan-14
7-Dec-10|NCT00950833|
12-Aug-10|NCT00950859|15-Aug-13
14-Nov-13|NCT00950989|
17-Mar-11|NCT00951015|22-Aug-13
23-Dec-10|NCT00951041|
18-Jun-10|NCT00952289|16-Dec-11
1-Apr-11|NCT00952341|1-Jul-11
