FIRSTRECEIVED_DISPOSITION_DATE|NCT_ID|FIRSTRECEIVED_RESULTS_DATE
29-Mar-13|NCT00462462|
3-May-12|NCT00462943|5-May-14
2-May-12|NCT00463242|
4-Jan-11|NCT00463385|7-Mar-13
27-Aug-10|NCT00463606|25-Apr-12
1-Feb-10|NCT00464269|
22-Sep-09|NCT00464438|15-Jun-10
27-Mar-14|NCT00464555|
8-Feb-13|NCT00464633|
3-Aug-09|NCT00464672|25-Jan-10
10-Jan-11|NCT00464685|10-Jul-14
3-Sep-09|NCT00464815|
26-Feb-09|NCT00464945|26-Mar-10
28-Oct-09|NCT00465517|
29-Apr-10|NCT00465647|22-Dec-10
22-Jul-14|NCT00465803|
27-Apr-09|NCT00465816|23-Apr-12
3-Dec-13|NCT00465959|
6-Aug-10|NCT00466440|
30-Jan-13|NCT00466817|29-Aug-13
2-May-12|NCT00467402|
31-Aug-12|NCT00467870|
26-Feb-14|NCT00468273|
2-Jul-09|NCT00468286|8-Feb-11
27-Dec-12|NCT00468403|
28-Nov-11|NCT00468442|
19-Nov-09|NCT00468481|4-Jan-11
27-Aug-10|NCT00468728|1-Jul-11
14-Oct-10|NCT00468806|
24-Mar-09|NCT00468975|
6-Apr-10|NCT00469391|
9-Nov-09|NCT00469586|
3-Sep-09|NCT00471081|
11-Feb-10|NCT00471146|25-Feb-12
13-Oct-10|NCT00471237|
11-Aug-09|NCT00472836|
9-Nov-09|NCT00472953|
20-Mar-09|NCT00473525|
20-May-09|NCT00473668|
3-Sep-09|NCT00474266|
3-Aug-09|NCT00474487|19-Mar-10
16-Apr-10|NCT00474526|27-May-13
25-Oct-12|NCT00474630|
22-Jul-09|NCT00474864|
9-May-11|NCT00475644|
25-Feb-11|NCT00475865|3-Oct-12
30-Oct-12|NCT00476931|
20-Aug-13|NCT00476996|
2-Jun-09|NCT00477490|
18-Jan-12|NCT00477594|25-Feb-13
29-Aug-11|NCT00478088|
9-Sep-09|NCT00478179|
17-Feb-10|NCT00478205|12-Nov-12
17-Jun-10|NCT00478322|
22-Jul-09|NCT00478738|
22-Jul-09|NCT00479427|
29-Sep-09|NCT00479492|
24-Mar-09|NCT00479505|
16-Jul-12|NCT00479635|
22-Aug-13|NCT00480025|
21-Mar-14|NCT00480701|
17-Jan-13|NCT00480831|
10-Sep-10|NCT00481325|
28-Sep-09|NCT00481520|
29-Apr-09|NCT00482612|9-Jun-14
24-Mar-09|NCT00482664|
11-Aug-09|NCT00483171|
31-Mar-10|NCT00483574|10-May-11
24-Mar-11|NCT00483756|3-Dec-12
6-Apr-09|NCT00483977|
17-Aug-10|NCT00484029|
1-Feb-10|NCT00484198|
18-Aug-10|NCT00484315|28-Apr-11
20-Jan-11|NCT00484536|
12-Aug-10|NCT00485069|20-Sep-10
21-Feb-12|NCT00485225|
25-Aug-10|NCT00485433|23-Nov-11
20-Aug-10|NCT00485563|
28-Jun-13|NCT00485589|
30-Aug-10|NCT00485667|
25-Aug-10|NCT00485693|23-Nov-11
5-May-10|NCT00485836|16-Aug-10
5-May-10|NCT00486018|16-Aug-10
4-Jan-10|NCT00486200|
5-Nov-10|NCT00486278|
30-Nov-09|NCT00486291|31-Jul-12
29-Jun-12|NCT00486538|
9-Dec-09|NCT00486811|25-Oct-10
3-Mar-11|NCT00487539|29-Apr-13
6-May-11|NCT00487656|
14-Mar-12|NCT00488267|
2-Mar-12|NCT00488618|
12-Mar-12|NCT00488631|1-May-13
16-Apr-10|NCT00488683|30-May-13
3-Dec-09|NCT00488774|29-Apr-13
21-Sep-11|NCT00489203|
30-Sep-10|NCT00489489|3-Oct-12
18-Aug-10|NCT00489541|28-Apr-11
24-Feb-10|NCT00490035|
9-Dec-10|NCT00490451|
29-Mar-10|NCT00490568|
21-Mar-11|NCT00490841|6-Sep-11
15-Jan-13|NCT00492323|
20-Aug-09|NCT00492544|12-Nov-09
21-Jan-09|NCT00492557|17-Jan-12
7-Aug-14|NCT00492596|
3-Apr-09|NCT00493311|25-Sep-09
14-Oct-10|NCT00493818|
16-Sep-13|NCT00494234|
17-Sep-13|NCT00494442|
13-Oct-10|NCT00495014|
22-Jul-09|NCT00495469|
20-Mar-09|NCT00495677|26-Aug-13
20-May-09|NCT00496015|
18-Jan-13|NCT00496132|
23-Feb-12|NCT00496769|1-Aug-13
22-Feb-13|NCT00497757|
16-Jun-14|NCT00498212|
10-Feb-11|NCT00498628|25-Apr-12
28-Aug-13|NCT00498836|
3-Jan-14|NCT00499239|
13-Dec-10|NCT00500084|
2-Mar-10|NCT00500266|11-Aug-11
9-Sep-11|NCT00500318|14-Aug-12
22-Jul-09|NCT00500331|
21-Jan-09|NCT00500357|21-Jan-11
1-Oct-12|NCT00500682|
1-Oct-12|NCT00501046|
15-Jan-13|NCT00501202|
18-Jan-12|NCT00501735|
1-Jun-12|NCT00502307|
9-Mar-12|NCT00502593|20-Dec-12
12-Oct-10|NCT00503685|
25-Aug-10|NCT00504556|
1-Feb-10|NCT00504881|
23-Aug-12|NCT00505284|23-Oct-12
4-Feb-11|NCT00506350|
23-Apr-09|NCT00506389|14-Jul-14
26-May-10|NCT00506441|10-Apr-14
17-May-12|NCT00506493|9-Aug-13
2-May-12|NCT00506792|
13-Sep-12|NCT00507130|17-Oct-13
25-Sep-09|NCT00507455|14-Jul-14
12-Dec-12|NCT00507507|23-May-13
2-May-12|NCT00507689|15-Jul-13
21-Mar-11|NCT00507741|
21-Sep-11|NCT00507936|
15-Jan-13|NCT00508066|
3-Sep-09|NCT00508261|
14-Oct-10|NCT00508365|
20-Jul-10|NCT00508404|
13-Oct-10|NCT00508911|
16-Feb-12|NCT00509145|
5-Jan-11|NCT00509795|16-Dec-11
9-Dec-10|NCT00509821|
23-Jul-09|NCT00509873|15-Jun-10
18-Jun-10|NCT00509899|15-Dec-11
7-Sep-12|NCT00511043|
17-Jun-10|NCT00511095|
1-May-09|NCT00511199|28-Jul-11
10-Sep-09|NCT00511342|28-Jul-11
23-Apr-09|NCT00511355|28-Jul-11
23-Apr-09|NCT00511433|28-Jul-11
27-Mar-14|NCT00511459|
5-Mar-12|NCT00511485|
13-Oct-10|NCT00511654|
15-Apr-10|NCT00511706|1-Aug-12
18-Apr-12|NCT00512317|
13-Oct-10|NCT00513279|
10-Sep-10|NCT00514371|
2-Jun-14|NCT00514683|
15-Sep-11|NCT00514735|25-Jan-12
30-Nov-13|NCT00514865|
3-Sep-09|NCT00514904|
23-Nov-09|NCT00515463|18-Jun-10
22-Jul-09|NCT00515502|19-Dec-13
29-Jul-10|NCT00515697|16-May-14
18-Jun-10|NCT00517049|
11-Feb-10|NCT00517153|
13-Oct-10|NCT00517543|
13-Jul-12|NCT00517790|
29-Jun-12|NCT00517920|
30-Nov-09|NCT00518089|15-Jun-10
22-Jul-09|NCT00518115|1-May-14
12-Aug-09|NCT00518180|19-Mar-10
9-Nov-09|NCT00518882|23-Feb-10
16-Sep-09|NCT00519142|
22-Jul-09|NCT00519376|12-Jun-13
12-Jun-13|NCT00519389|
9-May-11|NCT00520299|
9-Nov-10|NCT00520481|
16-Oct-09|NCT00520923|
24-Aug-10|NCT00521339|
27-Oct-10|NCT00521404|
29-Sep-09|NCT00521456|19-Aug-09
7-Jan-13|NCT00521638|
24-Jan-12|NCT00522145|
31-Jan-14|NCT00522834|
21-Sep-10|NCT00522873|23-Mar-12
17-Feb-14|NCT00523250|
15-Jan-13|NCT00524056|
29-Sep-09|NCT00524264|19-Aug-09
11-Feb-10|NCT00524433|
30-Apr-14|NCT00525044|
7-Jun-11|NCT00525330|
11-Feb-10|NCT00525707|
27-Jun-11|NCT00525941|
18-Jul-13|NCT00526071|
30-Jan-12|NCT00527046|
25-Apr-11|NCT00527423|2-Nov-12
9-Apr-10|NCT00527488|16-Aug-10
29-Jan-11|NCT00527735|23-Feb-12
13-Oct-09|NCT00527787|27-May-10
15-Mar-10|NCT00527904|28-May-10
7-Oct-11|NCT00528333|
18-Aug-11|NCT00528697|
8-Jun-11|NCT00528957|15-Feb-12
14-Dec-09|NCT00528970|
30-Apr-14|NCT00528996|
6-Jun-11|NCT00529113|
25-Aug-10|NCT00529126|23-Nov-11
12-Apr-11|NCT00529178|
16-Jun-11|NCT00529503|
12-May-09|NCT00529516|26-Apr-12
5-Dec-11|NCT00530062|
1-Jun-11|NCT00530166|
31-May-12|NCT00530348|
16-Oct-09|NCT00530621|
16-Dec-11|NCT00531232|
9-Sep-09|NCT00531752|
14-Mar-12|NCT00532038|
13-Oct-10|NCT00532077|
17-Feb-12|NCT00532155|17-Aug-12
20-May-09|NCT00532298|23-Apr-12
31-Oct-12|NCT00532779|
15-Feb-12|NCT00533377|
16-Feb-10|NCT00533429|
14-Sep-10|NCT00533702|16-May-14
30-Apr-14|NCT00535366|
13-Oct-10|NCT00536679|
26-Mar-09|NCT00536939|
13-Oct-10|NCT00537043|
10-Feb-11|NCT00537316|11-Nov-11
8-Sep-10|NCT00537355|
4-Aug-14|NCT00537407|
13-Oct-10|NCT00537654|
20-May-09|NCT00538213|5-Apr-12
16-Aug-13|NCT00538434|
20-May-09|NCT00538473|19-Apr-12
16-Oct-09|NCT00538681|
14-Oct-10|NCT00539136|
13-Oct-10|NCT00539201|
14-Apr-09|NCT00539721|
13-Oct-10|NCT00539825|
17-Jan-13|NCT00539838|
21-May-13|NCT00539929|
28-Apr-11|NCT00539981|
8-May-09|NCT00540228|14-Mar-13
21-Jul-11|NCT00540358|
20-May-09|NCT00540592|26-Apr-12
12-Aug-09|NCT00542009|
9-Dec-09|NCT00542035|
24-Jun-10|NCT00542386|
21-Jan-10|NCT00542633|
10-Dec-09|NCT00542685|
21-Jan-10|NCT00542724|
25-Feb-11|NCT00542919|
24-Aug-10|NCT00543374|
19-Jun-13|NCT00543712|
13-Jul-10|NCT00544297|
8-Jun-11|NCT00544882|8-May-14
12-Aug-10|NCT00544960|
20-May-09|NCT00545025|21-Mar-13
10-Jan-13|NCT00545129|
18-Nov-10|NCT00545584|19-Apr-11
20-Jul-11|NCT00546585|
21-Jun-11|NCT00546780|
27-Jul-10|NCT00546871|15-Nov-11
20-May-09|NCT00547248|
2-Mar-09|NCT00547586|
19-Jul-11|NCT00547651|
3-Jun-11|NCT00548093|
16-Aug-12|NCT00548119|
9-Sep-09|NCT00548171|
9-Jun-11|NCT00548340|
30-Nov-12|NCT00548405|
13-Oct-10|NCT00548496|
21-May-13|NCT00548587|
13-Oct-10|NCT00548769|
21-Sep-11|NCT00548925|
8-Aug-11|NCT00549341|
13-Oct-10|NCT00549510|
30-Nov-09|NCT00549679|
22-Jul-09|NCT00549744|
8-Mar-10|NCT00549939|13-Jan-11
28-Jun-10|NCT00550043|
29-Mar-10|NCT00550420|
24-Apr-09|NCT00550446|29-Nov-12
24-Feb-10|NCT00550459|5-Aug-10
22-Oct-09|NCT00550550|7-Aug-12
10-May-11|NCT00550589|24-May-11
31-Mar-10|NCT00551031|13-Oct-11
20-Mar-09|NCT00551148|
10-Sep-09|NCT00551213|
14-Oct-10|NCT00551564|
14-Oct-10|NCT00551811|
13-Jan-11|NCT00552032|22-Dec-11
19-Aug-09|NCT00552279|12-Feb-10
27-Apr-12|NCT00552474|
13-Oct-10|NCT00552708|
15-Nov-11|NCT00553254|
13-Oct-10|NCT00553657|
30-Nov-09|NCT00553787|31-Jul-12
16-Jul-12|NCT00553813|
30-Nov-09|NCT00554216|31-Jul-12
18-Aug-11|NCT00554385|
14-Oct-10|NCT00555022|
13-Oct-10|NCT00555035|
13-Oct-10|NCT00555139|
19-Aug-11|NCT00555204|
29-Apr-10|NCT00555321|17-Sep-12
9-Jul-12|NCT00555789|
27-Nov-12|NCT00555893|
12-Sep-13|NCT00555906|
14-Jun-11|NCT00556894|
13-Oct-10|NCT00556920|
13-Oct-10|NCT00557128|
8-Sep-10|NCT00557401|
6-Feb-13|NCT00557609|
8-Sep-10|NCT00557973|
26-Jul-13|NCT00558038|
21-Feb-13|NCT00558207|
25-Mar-11|NCT00558311|
10-Sep-10|NCT00559247|
13-Dec-11|NCT00560066|21-Nov-12
25-Aug-10|NCT00560183|
18-May-11|NCT00560235|24-Oct-13
2-Jun-14|NCT00560482|
3-Oct-11|NCT00560560|18-Jan-13
14-Mar-12|NCT00561470|17-Aug-12
13-Apr-10|NCT00561574|5-Jun-14
7-Jun-11|NCT00561743|
22-Jul-09|NCT00561795|19-Nov-09
3-Feb-10|NCT00561821|30-Jun-14
24-Mar-09|NCT00562120|10-Mar-14
22-Oct-09|NCT00562159|7-Aug-12
19-Nov-10|NCT00562302|4-Feb-13
21-Jan-09|NCT00562354|11-Aug-11
18-Aug-11|NCT00562887|
19-Dec-12|NCT00562965|
18-Nov-09|NCT00563368|31-Jul-12
15-Jan-13|NCT00563459|
25-Oct-12|NCT00563563|
23-Apr-09|NCT00563706|3-Feb-14
20-May-11|NCT00564421|
3-Apr-09|NCT00564486|25-Sep-09
3-Apr-09|NCT00564629|25-Sep-09
24-Sep-10|NCT00564681|14-Nov-12
6-Dec-12|NCT00564928|
25-Aug-10|NCT00565760|
20-Feb-13|NCT00565812|
4-Jan-10|NCT00566202|
21-Jul-09|NCT00566345|
19-Mar-13|NCT00566397|
2-Jun-11|NCT00566449|
15-Nov-10|NCT00567164|7-Oct-13
30-Oct-12|NCT00567255|
6-Apr-09|NCT00568321|
3-Sep-09|NCT00568334|
22-Oct-12|NCT00568594|
22-Jul-09|NCT00569062|
28-Aug-14|NCT00569387|
29-Nov-11|NCT00569582|4-Apr-12
10-Dec-09|NCT00569972|
25-Sep-09|NCT00570063|
31-Aug-10|NCT00570336|
30-May-13|NCT00570635|
9-Jun-09|NCT00570687|
8-May-12|NCT00570778|23-Oct-12
18-Aug-11|NCT00570986|
1-Feb-13|NCT00571519|
18-Apr-11|NCT00572156|
17-Feb-11|NCT00572455|
27-Sep-13|NCT00574132|
21-Jul-11|NCT00574275|17-Aug-12
9-Sep-13|NCT00574860|
7-Sep-11|NCT00574873|4-Oct-12
31-Mar-11|NCT00575016|9-Sep-11
27-Sep-13|NCT00575055|
29-Mar-12|NCT00575159|
9-Jul-14|NCT00576342|
6-Sep-12|NCT00576407|
13-Jan-10|NCT00576420|13-Sep-12
30-Apr-14|NCT00576810|
8-Mar-10|NCT00576823|13-Jan-11
10-Sep-12|NCT00576836|
29-Apr-10|NCT00578448|28-Oct-13
28-Nov-12|NCT00578474|
20-Jun-11|NCT00578695|
28-Nov-12|NCT00578773|
16-May-11|NCT00578812|29-Nov-12
26-Jan-12|NCT00578955|
3-Dec-12|NCT00579020|
28-Nov-12|NCT00579189|
12-Aug-11|NCT00579384|
14-Feb-13|NCT00579501|28-Jan-14
10-Sep-12|NCT00579527|
9-Sep-09|NCT00580125|
26-Aug-11|NCT00580606|28-Sep-12
2-May-12|NCT00581997|
12-Oct-10|NCT00582010|
15-Oct-10|NCT00582790|30-Sep-11
26-Jul-13|NCT00583076|
26-Jul-13|NCT00583128|
24-Sep-09|NCT00583154|
26-Jul-13|NCT00583531|
24-Sep-09|NCT00583609|
7-Feb-14|NCT00583674|
22-Jan-09|NCT00583713|17-Sep-10
30-Mar-11|NCT00583830|
1-Oct-09|NCT00584870|
16-Dec-09|NCT00584974|
7-Jan-14|NCT00586508|
22-Aug-13|NCT00586651|
8-Oct-09|NCT00586664|8-Oct-09
26-Jul-13|NCT00587275|
16-Aug-13|NCT00587288|
22-Jan-10|NCT00587834|4-Apr-12
20-Jan-10|NCT00589823|
24-Mar-09|NCT00590577|21-Aug-09
18-Sep-13|NCT00591799|
11-Jul-11|NCT00592553|
23-Aug-12|NCT00592774|23-Oct-12
23-Aug-12|NCT00592904|23-Oct-12
10-Jan-14|NCT00592995|
2-Aug-12|NCT00593385|
9-Aug-11|NCT00594568|6-Nov-13
20-Nov-13|NCT00595101|
3-Dec-09|NCT00595231|
26-May-10|NCT00595426|
25-May-10|NCT00595699|
2-Jun-10|NCT00595946|
22-Apr-11|NCT00596830|25-Sep-13
2-Jun-10|NCT00597428|
16-Aug-10|NCT00597584|26-Apr-12
14-Sep-12|NCT00597675|
14-Sep-12|NCT00597727|
16-Aug-10|NCT00597753|26-Apr-12
27-Sep-10|NCT00598273|26-Apr-12
10-Jul-09|NCT00598312|
27-Sep-10|NCT00598442|26-Apr-12
3-Apr-09|NCT00598559|25-Sep-09
3-Apr-09|NCT00598702|25-Sep-09
12-Aug-14|NCT00598975|
6-Apr-09|NCT00599638|
19-Nov-09|NCT00599768|
18-Nov-09|NCT00600067|31-Jul-12
28-Jan-13|NCT00600119|
22-Jul-09|NCT00600171|6-Jun-13
1-May-12|NCT00600275|
24-Mar-11|NCT00600288|
3-Sep-09|NCT00600782|
11-Feb-10|NCT00600821|20-Apr-12
28-Apr-10|NCT00601107|2-Apr-14
17-Mar-10|NCT00601172|
21-Dec-10|NCT00601484|
20-Jul-11|NCT00601731|28-Oct-11
30-Nov-09|NCT00603278|6-Jun-13
26-Jul-12|NCT00603291|4-Jan-13
30-Nov-09|NCT00603382|6-Jun-13
6-Apr-09|NCT00603512|14-Nov-12
13-Oct-10|NCT00603746|12-Jun-13
26-Jul-12|NCT00603902|4-Jan-13
1-Feb-13|NCT00603941|
12-Aug-11|NCT00604123|
11-Dec-12|NCT00604175|15-Jul-13
22-Jul-09|NCT00604825|
16-Aug-13|NCT00605215|
14-Oct-10|NCT00605449|
3-Dec-09|NCT00605553|
2-Mar-09|NCT00605644|
10-Sep-10|NCT00605735|
18-Aug-10|NCT00605891|
30-Oct-13|NCT00606476|
11-Feb-10|NCT00606593|21-Dec-12
1-Mar-12|NCT00606684|12-Jun-13
22-Jul-09|NCT00606697|
14-Jun-12|NCT00607126|
2-Oct-10|NCT00607373|15-Feb-13
14-Oct-10|NCT00607906|
30-May-14|NCT00608842|
22-Mar-12|NCT00609323|
9-Sep-09|NCT00609492|
14-Oct-10|NCT00609596|
7-Dec-10|NCT00610168|
23-Nov-10|NCT00610363|
14-May-09|NCT00610441|30-May-14
17-Apr-09|NCT00610649|27-May-14
21-Dec-11|NCT00610935|
13-Apr-12|NCT00611130|13-Apr-12
9-Nov-09|NCT00611884|
5-Dec-12|NCT00612014|
9-Nov-09|NCT00612040|
22-Jul-09|NCT00612118|
5-Feb-10|NCT00612456|
25-Oct-10|NCT00612586|
13-Oct-10|NCT00612820|
4-Jan-13|NCT00613002|
9-Nov-09|NCT00613951|
9-Nov-09|NCT00614055|
9-Nov-09|NCT00614120|23-Feb-10
28-May-14|NCT00614601|
22-Nov-11|NCT00614614|15-Jun-12
6-Apr-09|NCT00614705|
24-Mar-11|NCT00615199|28-Nov-12
13-Oct-10|NCT00615212|
8-Jun-11|NCT00615251|
14-Oct-10|NCT00615576|
4-Oct-10|NCT00615836|
28-Jan-14|NCT00615940|
7-Jun-11|NCT00615966|
17-Jun-13|NCT00616148|
2-Nov-10|NCT00616330|
27-Aug-10|NCT00616421|28-Feb-11
16-Dec-09|NCT00616655|
20-Aug-13|NCT00616798|
2-Jan-13|NCT00616811|
20-May-09|NCT00616928|19-Dec-13
20-Jul-11|NCT00617331|
15-Feb-11|NCT00617344|
12-Aug-10|NCT00617461|26-Apr-11
29-Oct-13|NCT00617526|
5-Dec-12|NCT00617552|
29-Sep-10|NCT00617604|
10-Sep-10|NCT00617734|
6-Aug-09|NCT00617851|3-Feb-10
28-Jun-10|NCT00617994|
20-Mar-09|NCT00618007|
30-May-14|NCT00618618|
12-Aug-10|NCT00619476|26-Apr-11
22-Apr-13|NCT00619723|
7-Feb-12|NCT00619866|
4-Mar-11|NCT00620061|
3-Dec-12|NCT00620256|
25-Oct-10|NCT00620321|
6-Apr-09|NCT00620685|
1-May-12|NCT00621244|
3-Sep-09|NCT00621322|
26-Jul-12|NCT00621894|
21-Feb-13|NCT00622063|
8-Jun-11|NCT00622193|
16-Dec-13|NCT00622700|
3-Jun-11|NCT00622765|
31-Mar-10|NCT00623181|14-Jul-11
4-Apr-11|NCT00623363|
18-Sep-12|NCT00623480|2-May-13
30-Apr-14|NCT00623623|
29-Jan-11|NCT00623766|17-Dec-13
22-Nov-10|NCT00624351|
24-Jul-12|NCT00624819|
17-Jun-11|NCT00624845|
23-Oct-12|NCT00624858|
1-Dec-10|NCT00625326|
21-May-13|NCT00625443|
24-Mar-11|NCT00625612|
15-Jan-14|NCT00625651|
5-Oct-12|NCT00626002|
18-Jan-13|NCT00626236|
18-Feb-11|NCT00626327|12-Feb-13
25-Aug-10|NCT00627042|16-May-14
6-Dec-12|NCT00627419|
29-Sep-09|NCT00627458|
13-Apr-09|NCT00628095|
22-Jul-13|NCT00628251|
24-Mar-09|NCT00629590|
24-Mar-09|NCT00629941|
24-Mar-09|NCT00629980|
5-Jan-11|NCT00630201|
16-Mar-11|NCT00630331|21-Nov-12
11-Aug-11|NCT00630656|
30-Aug-10|NCT00630799|
6-Aug-12|NCT00630812|
9-Dec-09|NCT00630825|
12-Oct-10|NCT00630864|16-Nov-12
10-Jul-09|NCT00631111|
9-Feb-13|NCT00631163|
14-Oct-10|NCT00631592|
3-Dec-09|NCT00631657|15-May-14
8-Feb-10|NCT00631969|5-Oct-10
30-Apr-14|NCT00632749|
22-Mar-12|NCT00633022|
20-May-09|NCT00633074|26-Apr-12
25-Jan-12|NCT00633880|18-Mar-14
28-Jul-11|NCT00634322|30-Nov-12
10-Jul-13|NCT00634517|
10-Jul-13|NCT00634829|
17-Jul-12|NCT00634933|27-Dec-12
16-Aug-13|NCT00635089|
20-May-09|NCT00635128|
4-May-12|NCT00635193|
10-Jul-13|NCT00635505|
8-Jul-09|NCT00635882|22-Oct-10
19-Feb-13|NCT00636480|
30-Sep-10|NCT00637000|30-Sep-10
13-Jan-12|NCT00637052|
3-Dec-12|NCT00637130|
7-Dec-11|NCT00637156|
17-Jun-11|NCT00637273|14-Feb-12
17-Jun-10|NCT00638378|15-Dec-11
7-May-13|NCT00638703|
17-Aug-10|NCT00638755|
18-Jun-10|NCT00639002|16-Dec-11
14-Oct-09|NCT00639678|5-Sep-13
18-Aug-11|NCT00640185|
18-Aug-11|NCT00640419|
18-Aug-10|NCT00640484|
18-Jan-12|NCT00640523|
30-Sep-10|NCT00640835|30-Sep-10
13-Aug-10|NCT00641056|14-Feb-12
24-May-12|NCT00642018|
5-Feb-10|NCT00642148|
23-Jul-09|NCT00642278|1-Apr-13
9-Jun-09|NCT00642616|
1-Oct-09|NCT00642681|
23-Apr-09|NCT00642993|
12-Jan-10|NCT00643383|
8-Jun-11|NCT00643526|
27-Nov-12|NCT00643669|
14-May-10|NCT00643760|21-Apr-11
11-Aug-09|NCT00644839|
26-Aug-09|NCT00645021|
23-Aug-11|NCT00645177|
25-Mar-11|NCT00645411|21-Nov-12
17-Jul-12|NCT00645944|
2-Jan-13|NCT00646542|
24-May-12|NCT00646646|27-Jun-13
25-Jan-11|NCT00647296|
18-May-12|NCT00647699|
24-Aug-10|NCT00649025|
7-Apr-10|NCT00649389|9-Aug-10
15-Mar-11|NCT00650078|1-Nov-12
23-Feb-11|NCT00650702|
9-Dec-09|NCT00650767|
23-Jul-09|NCT00650806|1-Apr-13
2-Jun-11|NCT00650832|
25-Apr-13|NCT00650949|
14-Oct-10|NCT00651079|
23-Jun-11|NCT00651118|10-May-12
10-Sep-10|NCT00651508|
4-Jun-13|NCT00651742|
6-Sep-11|NCT00652028|
23-Jul-12|NCT00652743|
17-Nov-11|NCT00652951|
14-May-14|NCT00654706|
10-Dec-09|NCT00655369|
8-Feb-10|NCT00655629|7-Oct-10
24-Jun-09|NCT00656097|
3-Dec-09|NCT00656357|
24-Mar-09|NCT00656539|
27-Mar-13|NCT00657046|24-Apr-14
4-Jan-13|NCT00657501|
25-Aug-10|NCT00658008|
27-Mar-13|NCT00658047|
25-Aug-10|NCT00658372|
30-Jun-11|NCT00658619|13-Mar-13
20-Aug-10|NCT00658723|29-Mar-14
25-Aug-10|NCT00658762|
14-Oct-10|NCT00659191|
28-Mar-11|NCT00659438|14-Nov-11
23-Oct-12|NCT00660179|5-Nov-13
2-Nov-10|NCT00660374|
26-Oct-12|NCT00660387|
23-Jun-11|NCT00660517|17-May-12
3-Jul-12|NCT00660881|
20-Jun-11|NCT00660959|
2-Feb-11|NCT00661479|13-Mar-13
3-Sep-09|NCT00661557|
1-May-12|NCT00662597|
30-Apr-14|NCT00662740|
30-Apr-14|NCT00662792|
15-Apr-10|NCT00662909|11-Jul-12
27-Mar-12|NCT00663026|11-Sep-13
22-May-12|NCT00663169|30-Aug-12
10-Sep-10|NCT00663208|
9-Dec-09|NCT00663767|
9-Dec-12|NCT00663936|
29-Nov-12|NCT00664027|
25-Apr-13|NCT00664378|
22-Jan-13|NCT00664482|
1-Dec-09|NCT00664560|27-May-10
10-Sep-10|NCT00664625|
30-Oct-12|NCT00665145|
19-Feb-13|NCT00665223|
2-Dec-09|NCT00665431|27-May-10
9-Nov-10|NCT00665665|
15-Sep-10|NCT00666900|
2-Sep-11|NCT00667004|
2-Sep-10|NCT00667173|
17-Jul-12|NCT00667459|22-Aug-14
18-Feb-11|NCT00667602|18-Feb-13
4-Jun-13|NCT00667628|
1-Sep-10|NCT00668148|
30-Apr-14|NCT00668772|
3-Jan-11|NCT00669409|
31-May-12|NCT00669916|
31-May-12|NCT00669942|
9-Jul-14|NCT00670033|
1-Mar-12|NCT00671073|
14-Oct-10|NCT00671216|
31-Aug-10|NCT00671918|13-Apr-13
8-Jun-11|NCT00672074|
22-Jan-13|NCT00672191|
3-Jun-11|NCT00672386|
20-Dec-10|NCT00672412|
10-Jul-14|NCT00672997|
22-Apr-11|NCT00673049|26-Apr-13
14-Apr-09|NCT00673062|
13-Aug-10|NCT00673387|12-Aug-13
30-Apr-14|NCT00673478|
28-Jun-13|NCT00673920|
19-May-11|NCT00674362|9-Dec-11
25-Jan-13|NCT00674440|
3-Sep-09|NCT00674583|
15-Mar-12|NCT00674635|
18-May-12|NCT00674661|
14-Oct-10|NCT00675116|
4-May-09|NCT00675792|21-May-13
20-Jan-14|NCT00675844|
29-Mar-12|NCT00676052|
15-Jun-11|NCT00676338|14-Feb-12
25-Mar-13|NCT00676715|
16-Sep-10|NCT00676832|
21-Dec-12|NCT00677079|
15-Oct-13|NCT00677313|
5-Nov-10|NCT00677833|27-May-14
9-Jul-13|NCT00678119|
3-Jan-14|NCT00678171|
24-Mar-11|NCT00678210|19-Nov-12
25-Sep-09|NCT00678301|
2-Oct-10|NCT00678392|25-Feb-12
24-Aug-10|NCT00678561|
12-Aug-10|NCT00678587|10-Oct-10
4-Jan-13|NCT00678886|
1-Dec-11|NCT00679380|25-Apr-14
1-Dec-11|NCT00679432|25-Apr-14
22-Jul-11|NCT00679588|
24-Aug-11|NCT00679731|
26-Jul-12|NCT00679770|
26-Jul-12|NCT00679965|
10-Nov-11|NCT00679991|
26-Sep-11|NCT00680017|25-Apr-12
12-Aug-10|NCT00680043|26-Apr-12
20-Jul-11|NCT00680069|
11-Mar-13|NCT00680342|
20-May-09|NCT00680914|13-May-10
6-May-11|NCT00681824|12-Mar-13
29-Nov-12|NCT00682448|
27-Aug-13|NCT00682981|
10-Sep-10|NCT00683423|
25-Aug-10|NCT00683475|16-May-14
21-Jun-11|NCT00683878|
9-Oct-08|NCT00684203|9-May-14
9-Oct-08|NCT00684515|9-May-14
16-Aug-13|NCT00684918|
8-Jun-11|NCT00685113|
6-May-11|NCT00685360|
13-Apr-09|NCT00686699|
28-Sep-12|NCT00686725|25-Feb-13
19-Aug-11|NCT00686933|
19-Nov-10|NCT00687193|26-Nov-12
4-Jun-13|NCT00687596|
15-Jun-12|NCT00687687|
14-Oct-10|NCT00688207|
17-Aug-10|NCT00688441|
7-Sep-10|NCT00688519|5-Nov-10
16-May-11|NCT00688597|
10-May-11|NCT00688688|23-Jul-12
